Flop,Hand,Weight IP,IP Equity
6s 4h 3d,Ac5c,0.515,53.74
6s 4h 3d,Ac8c,0.090,37.17
6s 4h 3d,Ac9c,0.104,37.32
6s 4h 3d,AcTc,0.780,38.65
6s 4h 3d,AcJc,0.775,40.58
6s 4h 3d,AcQc,0.930,43.11
6s 4h 3d,AcKc,0.425,51.33
6s 4h 3d,AcKd,0.487,51.51
6s 4h 3d,AcKh,0.487,51.34
6s 4h 3d,AcKs,0.487,51.52
6s 4h 3d,2d2c,0.056,52.79
6s 4h 3d,4d4c,0.163,92.21
6s 4h 3d,5d5c,0.130,65.76
6s 4h 3d,6d6c,0.330,92.67
6s 4h 3d,6d5d,0.095,70.35
6s 4h 3d,7d7c,0.345,61.89
6s 4h 3d,7d6d,0.165,66.01
6s 4h 3d,8d8c,0.385,55.39
6s 4h 3d,8d7d,0.180,34.09
6s 4h 3d,9d9c,0.420,55.34
6s 4h 3d,9d8d,0.144,23.57
6s 4h 3d,TdTc,0.440,55.86
6s 4h 3d,Td9d,0.225,23.47
6s 4h 3d,JdJc,0.635,58.03
6s 4h 3d,JdTd,0.180,23.04
6s 4h 3d,QdQc,0.870,62.82
6s 4h 3d,QdTd,0.050,25.30
6s 4h 3d,QdJd,0.155,27.21
6s 4h 3d,KdKc,0.442,73.31
6s 4h 3d,KdTd,0.050,29.55
6s 4h 3d,KdJd,0.565,31.51
6s 4h 3d,KdQd,0.825,34.69
6s 4h 3d,AdKc,0.487,51.44
6s 4h 3d,AdAc,0.120,87.26
6s 4h 3d,Ad4d,0.180,60.53
6s 4h 3d,Ad5d,0.515,56.13
6s 4h 3d,Ad8d,0.090,40.49
6s 4h 3d,Ad9d,0.104,40.64
6s 4h 3d,AdTd,0.780,41.91
6s 4h 3d,AdJd,0.775,43.77
6s 4h 3d,AdQd,0.930,46.23
6s 4h 3d,AdKd,0.425,54.04
6s 4h 3d,AdKh,0.487,51.44
6s 4h 3d,AdKs,0.487,51.62
6s 4h 3d,2h2c,0.056,52.79
6s 4h 3d,2h2d,0.056,52.88
6s 4h 3d,3h3c,0.138,91.92
6s 4h 3d,5h5c,0.130,65.79
6s 4h 3d,5h5d,0.130,65.89
6s 4h 3d,6h6c,0.330,92.67
6s 4h 3d,6h6d,0.330,92.71
6s 4h 3d,6h5h,0.095,70.36
6s 4h 3d,7h7c,0.345,61.89
6s 4h 3d,7h7d,0.345,62.01
6s 4h 3d,7h6h,0.165,65.99
6s 4h 3d,8h8c,0.385,55.39
6s 4h 3d,8h8d,0.385,55.52
6s 4h 3d,8h7h,0.180,34.11
6s 4h 3d,9h9c,0.420,55.34
6s 4h 3d,9h9d,0.420,55.47
6s 4h 3d,9h8h,0.144,23.59
6s 4h 3d,ThTc,0.440,55.86
6s 4h 3d,ThTd,0.440,56.05
6s 4h 3d,Th9h,0.225,23.48
6s 4h 3d,JhJc,0.635,58.02
6s 4h 3d,JhJd,0.635,58.20
6s 4h 3d,JhTh,0.180,23.05
6s 4h 3d,QhQc,0.870,62.82
6s 4h 3d,QhQd,0.870,63.05
6s 4h 3d,QhTh,0.050,25.31
6s 4h 3d,QhJh,0.155,27.23
6s 4h 3d,KhKc,0.442,73.36
6s 4h 3d,KhKd,0.442,73.67
6s 4h 3d,KhTh,0.050,29.51
6s 4h 3d,KhJh,0.565,31.46
6s 4h 3d,KhQh,0.825,34.63
6s 4h 3d,AhKc,0.487,51.53
6s 4h 3d,AhAc,0.120,87.25
6s 4h 3d,AhKd,0.487,51.69
6s 4h 3d,AhAd,0.120,87.58
6s 4h 3d,Ah5h,0.515,56.01
6s 4h 3d,Ah8h,0.090,40.54
6s 4h 3d,Ah9h,0.104,40.69
6s 4h 3d,AhTh,0.780,41.97
6s 4h 3d,AhJh,0.775,43.83
6s 4h 3d,AhQh,0.930,46.30
6s 4h 3d,AhKh,0.425,53.98
6s 4h 3d,AhKs,0.487,51.70
6s 4h 3d,2s2c,0.056,52.79
6s 4h 3d,2s2d,0.056,52.88
6s 4h 3d,2s2h,0.056,52.87
6s 4h 3d,3s3c,0.138,91.91
6s 4h 3d,3s3h,0.138,91.94
6s 4h 3d,4s4c,0.163,92.21
6s 4h 3d,4s4d,0.163,92.25
6s 4h 3d,5s5c,0.130,65.37
6s 4h 3d,5s5d,0.130,65.47
6s 4h 3d,5s5h,0.130,65.50
6s 4h 3d,7s7c,0.345,62.01
6s 4h 3d,7s7d,0.345,62.13
6s 4h 3d,7s7h,0.345,62.13
6s 4h 3d,8s8c,0.385,55.39
6s 4h 3d,8s8d,0.385,55.52
6s 4h 3d,8s8h,0.385,55.52
6s 4h 3d,8s7s,0.180,34.09
6s 4h 3d,9s9c,0.420,55.33
6s 4h 3d,9s9d,0.420,55.47
6s 4h 3d,9s9h,0.420,55.47
6s 4h 3d,9s8s,0.144,23.59
6s 4h 3d,TsTc,0.440,55.85
6s 4h 3d,TsTd,0.440,56.04
6s 4h 3d,TsTh,0.440,56.04
6s 4h 3d,Ts9s,0.225,23.47
6s 4h 3d,JsJc,0.635,58.02
6s 4h 3d,JsJd,0.635,58.20
6s 4h 3d,JsJh,0.635,58.19
6s 4h 3d,JsTs,0.180,23.04
6s 4h 3d,QsQc,0.870,62.85
6s 4h 3d,QsQd,0.870,63.08
6s 4h 3d,QsQh,0.870,63.07
6s 4h 3d,QsTs,0.050,25.28
6s 4h 3d,QsJs,0.155,27.20
6s 4h 3d,KsKc,0.442,73.29
6s 4h 3d,KsKd,0.442,73.60
6s 4h 3d,KsKh,0.442,73.65
6s 4h 3d,KsTs,0.050,29.56
6s 4h 3d,KsJs,0.565,31.51
6s 4h 3d,KsQs,0.825,34.67
6s 4h 3d,AsKc,0.487,51.61
6s 4h 3d,AsAc,0.120,87.26
6s 4h 3d,AsKd,0.487,51.78
6s 4h 3d,AsAd,0.120,87.59
6s 4h 3d,AsKh,0.487,51.61
6s 4h 3d,AsAh,0.120,87.58
6s 4h 3d,As4s,0.180,60.45
6s 4h 3d,As5s,0.515,55.93
6s 4h 3d,As8s,0.090,40.60
6s 4h 3d,As9s,0.104,40.75
6s 4h 3d,AsTs,0.780,42.03
6s 4h 3d,AsJs,0.775,43.89
6s 4h 3d,AsQs,0.930,46.32
6s 4h 3d,AsKs,0.425,54.24
6s 5s 2h,6c5c,0.095,81.69
6s 5s 2h,7c6c,0.165,56.77
6s 5s 2h,8c7c,0.180,41.10
6s 5s 2h,9c8c,0.144,29.73
6s 5s 2h,Tc9c,0.225,17.23
6s 5s 2h,JcTc,0.180,16.72
6s 5s 2h,QcTc,0.050,18.77
6s 5s 2h,QcJc,0.155,20.67
6s 5s 2h,KcTc,0.050,23.65
6s 5s 2h,KcJc,0.565,25.58
6s 5s 2h,KcQc,0.825,28.78
6s 5s 2h,Ac4c,0.180,42.10
6s 5s 2h,Ac5c,0.515,55.17
6s 5s 2h,Ac8c,0.090,35.48
6s 5s 2h,Ac9c,0.104,35.36
6s 5s 2h,AcTc,0.780,35.44
6s 5s 2h,AcJc,0.775,37.34
6s 5s 2h,AcQc,0.930,39.64
6s 5s 2h,AcKc,0.425,47.43
6s 5s 2h,AcKd,0.487,47.40
6s 5s 2h,AcKh,0.487,47.65
6s 5s 2h,AcKs,0.487,51.17
6s 5s 2h,2d2c,0.056,90.42
6s 5s 2h,3d3c,0.138,52.80
6s 5s 2h,4d4c,0.163,53.86
6s 5s 2h,5d5c,0.130,90.75
6s 5s 2h,6d6c,0.330,90.96
6s 5s 2h,6d5d,0.095,81.69
6s 5s 2h,7d7c,0.345,53.66
6s 5s 2h,7d6d,0.165,56.77
6s 5s 2h,8d8c,0.385,53.21
6s 5s 2h,8d7d,0.180,41.10
6s 5s 2h,9d9c,0.420,53.32
6s 5s 2h,9d8d,0.144,29.73
6s 5s 2h,TdTc,0.440,52.57
6s 5s 2h,Td9d,0.225,17.23
6s 5s 2h,JdJc,0.635,54.73
6s 5s 2h,JdTd,0.180,16.72
6s 5s 2h,QdQc,0.870,59.20
6s 5s 2h,QdTd,0.050,18.77
6s 5s 2h,QdJd,0.155,20.67
6s 5s 2h,KdKc,0.442,69.09
6s 5s 2h,KdTd,0.050,23.65
6s 5s 2h,KdJd,0.565,25.58
6s 5s 2h,KdQd,0.825,28.78
6s 5s 2h,AdKc,0.487,47.40
6s 5s 2h,AdAc,0.120,82.47
6s 5s 2h,Ad4d,0.180,42.10
6s 5s 2h,Ad5d,0.515,55.17
6s 5s 2h,Ad8d,0.090,35.48
6s 5s 2h,Ad9d,0.104,35.36
6s 5s 2h,AdTd,0.780,35.44
6s 5s 2h,AdJd,0.775,37.34
6s 5s 2h,AdQd,0.930,39.64
6s 5s 2h,AdKd,0.425,47.43
6s 5s 2h,AdKh,0.487,47.65
6s 5s 2h,AdKs,0.487,51.17
6s 5s 2h,3h3c,0.138,52.89
6s 5s 2h,3h3d,0.138,52.89
6s 5s 2h,4h4c,0.163,53.96
6s 5s 2h,4h4d,0.163,53.96
6s 5s 2h,5h5c,0.130,90.82
6s 5s 2h,5h5d,0.130,90.82
6s 5s 2h,6h6c,0.330,91.03
6s 5s 2h,6h6d,0.330,91.03
6s 5s 2h,6h5h,0.095,82.18
6s 5s 2h,7h7c,0.345,53.79
6s 5s 2h,7h7d,0.345,53.79
6s 5s 2h,7h6h,0.165,58.97
6s 5s 2h,8h8c,0.385,53.34
6s 5s 2h,8h8d,0.385,53.34
6s 5s 2h,8h7h,0.180,43.63
6s 5s 2h,9h9c,0.420,53.45
6s 5s 2h,9h9d,0.420,53.45
6s 5s 2h,9h8h,0.144,32.87
6s 5s 2h,ThTc,0.440,52.76
6s 5s 2h,ThTd,0.440,52.76
6s 5s 2h,Th9h,0.225,21.06
6s 5s 2h,JhJc,0.635,54.91
6s 5s 2h,JhJd,0.635,54.91
6s 5s 2h,JhTh,0.180,20.64
6s 5s 2h,QhQc,0.870,59.43
6s 5s 2h,QhQd,0.870,59.43
6s 5s 2h,QhTh,0.050,22.68
6s 5s 2h,QhJh,0.155,24.50
6s 5s 2h,KhKc,0.442,69.38
6s 5s 2h,KhKd,0.442,69.38
6s 5s 2h,KhTh,0.050,27.44
6s 5s 2h,KhJh,0.565,29.32
6s 5s 2h,KhQh,0.825,32.41
6s 5s 2h,AhKc,0.487,47.46
6s 5s 2h,AhAc,0.120,82.85
6s 5s 2h,AhKd,0.487,47.46
6s 5s 2h,AhAd,0.120,82.85
6s 5s 2h,Ah4h,0.180,44.89
6s 5s 2h,Ah5h,0.515,57.97
6s 5s 2h,Ah8h,0.090,38.70
6s 5s 2h,Ah9h,0.104,38.58
6s 5s 2h,AhTh,0.780,38.69
6s 5s 2h,AhJh,0.775,40.50
6s 5s 2h,AhQh,0.930,42.72
6s 5s 2h,AhKh,0.425,50.15
6s 5s 2h,AhKs,0.487,51.23
6s 5s 2h,2s2c,0.056,90.85
6s 5s 2h,2s2d,0.056,90.85
6s 5s 2h,3s3c,0.138,54.91
6s 5s 2h,3s3d,0.138,54.91
6s 5s 2h,3s3h,0.138,55.01
6s 5s 2h,4s4c,0.163,55.84
6s 5s 2h,4s4d,0.163,55.84
6s 5s 2h,4s4h,0.163,55.94
6s 5s 2h,7s7c,0.345,56.09
6s 5s 2h,7s7d,0.345,56.09
6s 5s 2h,7s7h,0.345,56.23
6s 5s 2h,8s8c,0.385,55.54
6s 5s 2h,8s8d,0.385,55.54
6s 5s 2h,8s8h,0.385,55.67
6s 5s 2h,8s7s,0.180,61.14
6s 5s 2h,9s9c,0.420,55.68
6s 5s 2h,9s9d,0.420,55.68
6s 5s 2h,9s9h,0.420,55.81
6s 5s 2h,9s8s,0.144,53.75
6s 5s 2h,TsTc,0.440,55.38
6s 5s 2h,TsTd,0.440,55.38
6s 5s 2h,TsTh,0.440,55.58
6s 5s 2h,Ts9s,0.225,45.88
6s 5s 2h,JsJc,0.635,57.41
6s 5s 2h,JsJd,0.635,57.41
6s 5s 2h,JsJh,0.635,57.59
6s 5s 2h,JsTs,0.180,46.05
6s 5s 2h,QsQc,0.870,62.27
6s 5s 2h,QsQd,0.870,62.27
6s 5s 2h,QsQh,0.870,62.50
6s 5s 2h,QsTs,0.050,47.96
6s 5s 2h,QsJs,0.155,49.17
6s 5s 2h,KsKc,0.442,72.59
6s 5s 2h,KsKd,0.442,72.59
6s 5s 2h,KsKh,0.442,72.88
6s 5s 2h,KsTs,0.050,52.19
6s 5s 2h,KsJs,0.565,53.61
6s 5s 2h,KsQs,0.825,55.93
6s 5s 2h,AsKc,0.487,51.97
6s 5s 2h,AsAc,0.120,86.55
6s 5s 2h,AsKd,0.487,51.97
6s 5s 2h,AsAd,0.120,86.55
6s 5s 2h,AsKh,0.487,52.22
6s 5s 2h,AsAh,0.120,86.90
6s 5s 2h,As4s,0.180,64.83
6s 5s 2h,As8s,0.090,61.26
6s 5s 2h,As9s,0.104,61.17
6s 5s 2h,AsTs,0.780,61.39
6s 5s 2h,AsJs,0.775,62.65
6s 5s 2h,AsQs,0.930,64.36
6s 5s 2h,AsKs,0.425,69.69
6s 6h 5d,6c5c,0.095,97.08
6s 6h 5d,7c6c,0.165,95.09
6s 6h 5d,8c7c,0.180,42.37
6s 6h 5d,9c8c,0.144,30.18
6s 6h 5d,Tc9c,0.225,17.93
6s 6h 5d,JcTc,0.180,17.40
6s 6h 5d,QcTc,0.050,19.92
6s 6h 5d,QcJc,0.155,21.67
6s 6h 5d,KcTc,0.050,25.87
6s 6h 5d,KcJc,0.565,27.60
6s 6h 5d,KcQc,0.825,30.66
6s 6h 5d,Ac4c,0.180,39.76
6s 6h 5d,Ac5c,0.515,58.47
6s 6h 5d,Ac8c,0.090,40.68
6s 6h 5d,Ac9c,0.104,40.47
6s 6h 5d,AcTc,0.780,40.52
6s 6h 5d,AcJc,0.775,42.36
6s 6h 5d,AcQc,0.930,45.05
6s 6h 5d,AcKc,0.425,52.71
6s 6h 5d,AcKd,0.487,52.89
6s 6h 5d,AcKh,0.487,52.92
6s 6h 5d,AcKs,0.487,52.92
6s 6h 5d,2d2c,0.056,42.00
6s 6h 5d,3d3c,0.138,43.25
6s 6h 5d,4d4c,0.163,44.77
6s 6h 5d,6d6c,0.330,99.96
6s 6h 5d,7d7c,0.345,58.03
6s 6h 5d,7d6d,0.165,94.59
6s 6h 5d,8d8c,0.385,56.73
6s 6h 5d,8d7d,0.180,44.60
6s 6h 5d,9d9c,0.420,57.06
6s 6h 5d,9d8d,0.144,32.96
6s 6h 5d,TdTc,0.440,56.44
6s 6h 5d,Td9d,0.225,21.31
6s 6h 5d,JdJc,0.635,58.77
6s 6h 5d,JdTd,0.180,20.88
6s 6h 5d,QdQc,0.870,64.03
6s 6h 5d,QdTd,0.050,23.40
6s 6h 5d,QdJd,0.155,25.07
6s 6h 5d,KdKc,0.442,75.09
6s 6h 5d,KdTd,0.050,29.21
6s 6h 5d,KdJd,0.565,30.89
6s 6h 5d,KdQd,0.825,33.85
6s 6h 5d,AdKc,0.487,52.98
6s 6h 5d,AdAc,0.120,89.69
6s 6h 5d,Ad4d,0.180,42.43
6s 6h 5d,Ad8d,0.090,43.50
6s 6h 5d,Ad9d,0.104,43.29
6s 6h 5d,AdTd,0.780,43.37
6s 6h 5d,AdJd,0.775,45.13
6s 6h 5d,AdQd,0.930,47.77
6s 6h 5d,AdKd,0.425,55.04
6s 6h 5d,AdKh,0.487,53.17
6s 6h 5d,AdKs,0.487,53.17
6s 6h 5d,2h2c,0.056,42.00
6s 6h 5d,2h2d,0.056,42.02
6s 6h 5d,3h3c,0.138,43.25
6s 6h 5d,3h3d,0.138,43.27
6s 6h 5d,4h4c,0.163,44.94
6s 6h 5d,4h4d,0.163,44.79
6s 6h 5d,5h5c,0.130,93.64
6s 6h 5d,7h7c,0.345,57.69
6s 6h 5d,7h7d,0.345,57.72
6s 6h 5d,8h8c,0.385,56.74
6s 6h 5d,8h8d,0.385,56.78
6s 6h 5d,8h7h,0.180,44.68
6s 6h 5d,9h9c,0.420,57.07
6s 6h 5d,9h9d,0.420,57.12
6s 6h 5d,9h8h,0.144,33.24
6s 6h 5d,ThTc,0.440,56.47
6s 6h 5d,ThTd,0.440,56.57
6s 6h 5d,Th9h,0.225,21.64
6s 6h 5d,JhJc,0.635,58.79
6s 6h 5d,JhJd,0.635,58.88
6s 6h 5d,JhTh,0.180,21.20
6s 6h 5d,QhQc,0.870,63.98
6s 6h 5d,QhQd,0.870,64.11
6s 6h 5d,QhTh,0.050,23.69
6s 6h 5d,QhJh,0.155,25.36
6s 6h 5d,KhKc,0.442,75.01
6s 6h 5d,KhKd,0.442,75.21
6s 6h 5d,KhTh,0.050,29.48
6s 6h 5d,KhJh,0.565,31.17
6s 6h 5d,KhQh,0.825,34.11
6s 6h 5d,AhKc,0.487,53.02
6s 6h 5d,AhAc,0.120,89.76
6s 6h 5d,AhKd,0.487,53.18
6s 6h 5d,AhAd,0.120,89.98
6s 6h 5d,Ah4h,0.180,42.80
6s 6h 5d,Ah5h,0.515,60.23
6s 6h 5d,Ah8h,0.090,43.76
6s 6h 5d,Ah9h,0.104,43.57
6s 6h 5d,AhTh,0.780,43.65
6s 6h 5d,AhJh,0.775,45.42
6s 6h 5d,AhQh,0.930,48.00
6s 6h 5d,AhKh,0.425,55.40
6s 6h 5d,AhKs,0.487,53.21
6s 6h 5d,2s2c,0.056,42.00
6s 6h 5d,2s2d,0.056,42.02
6s 6h 5d,2s2h,0.056,42.02
6s 6h 5d,3s3c,0.138,43.25
6s 6h 5d,3s3d,0.138,43.27
6s 6h 5d,3s3h,0.138,43.27
6s 6h 5d,4s4c,0.163,44.94
6s 6h 5d,4s4d,0.163,44.79
6s 6h 5d,4s4h,0.163,44.96
6s 6h 5d,5s5c,0.130,93.64
6s 6h 5d,5s5h,0.130,92.85
6s 6h 5d,7s7c,0.345,57.69
6s 6h 5d,7s7d,0.345,57.72
6s 6h 5d,7s7h,0.345,57.39
6s 6h 5d,8s8c,0.385,56.74
6s 6h 5d,8s8d,0.385,56.78
6s 6h 5d,8s8h,0.385,56.79
6s 6h 5d,8s7s,0.180,44.68
6s 6h 5d,9s9c,0.420,57.07
6s 6h 5d,9s9d,0.420,57.12
6s 6h 5d,9s9h,0.420,57.13
6s 6h 5d,9s8s,0.144,33.24
6s 6h 5d,TsTc,0.440,56.47
6s 6h 5d,TsTd,0.440,56.57
6s 6h 5d,TsTh,0.440,56.59
6s 6h 5d,Ts9s,0.225,21.64
6s 6h 5d,JsJc,0.635,58.79
6s 6h 5d,JsJd,0.635,58.88
6s 6h 5d,JsJh,0.635,58.90
6s 6h 5d,JsTs,0.180,21.20
6s 6h 5d,QsQc,0.870,63.98
6s 6h 5d,QsQd,0.870,64.11
6s 6h 5d,QsQh,0.870,64.06
6s 6h 5d,QsTs,0.050,23.69
6s 6h 5d,QsJs,0.155,25.36
6s 6h 5d,KsKc,0.442,75.01
6s 6h 5d,KsKd,0.442,75.21
6s 6h 5d,KsKh,0.442,75.13
6s 6h 5d,KsTs,0.050,29.48
6s 6h 5d,KsJs,0.565,31.17
6s 6h 5d,KsQs,0.825,34.11
6s 6h 5d,AsKc,0.487,53.02
6s 6h 5d,AsAc,0.120,89.76
6s 6h 5d,AsKd,0.487,53.18
6s 6h 5d,AsAd,0.120,89.98
6s 6h 5d,AsKh,0.487,53.21
6s 6h 5d,AsAh,0.120,90.05
6s 6h 5d,As4s,0.180,42.80
6s 6h 5d,As5s,0.515,60.23
6s 6h 5d,As8s,0.090,43.76
6s 6h 5d,As9s,0.104,43.57
6s 6h 5d,AsTs,0.780,43.65
6s 6h 5d,AsJs,0.775,45.42
6s 6h 5d,AsQs,0.930,48.00
6s 6h 5d,AsKs,0.425,55.40
7s 5h 5d,6c5c,0.095,93.93
7s 5h 5d,7c6c,0.165,54.70
7s 5h 5d,8c7c,0.180,54.05
7s 5h 5d,9c8c,0.144,30.23
7s 5h 5d,Tc9c,0.225,18.00
7s 5h 5d,JcTc,0.180,17.56
7s 5h 5d,QcTc,0.050,18.62
7s 5h 5d,QcJc,0.155,20.39
7s 5h 5d,KcTc,0.050,24.44
7s 5h 5d,KcJc,0.565,26.16
7s 5h 5d,KcQc,0.825,29.08
7s 5h 5d,Ac4c,0.180,38.48
7s 5h 5d,Ac5c,0.515,93.86
7s 5h 5d,Ac8c,0.090,39.19
7s 5h 5d,Ac9c,0.104,39.01
7s 5h 5d,AcTc,0.780,39.14
7s 5h 5d,AcJc,0.775,40.97
7s 5h 5d,AcQc,0.930,43.51
7s 5h 5d,AcKc,0.425,51.17
7s 5h 5d,AcKd,0.487,51.31
7s 5h 5d,AcKh,0.487,51.31
7s 5h 5d,AcKs,0.487,51.29
7s 5h 5d,2d2c,0.056,40.49
7s 5h 5d,3d3c,0.138,41.73
7s 5h 5d,4d4c,0.163,43.04
7s 5h 5d,6d6c,0.330,53.60
7s 5h 5d,7d7c,0.345,96.94
7s 5h 5d,7d6d,0.165,56.43
7s 5h 5d,8d8c,0.385,55.31
7s 5h 5d,8d7d,0.180,56.18
7s 5h 5d,9d9c,0.420,55.48
7s 5h 5d,9d8d,0.144,33.23
7s 5h 5d,TdTc,0.440,55.12
7s 5h 5d,Td9d,0.225,21.66
7s 5h 5d,JdJc,0.635,57.46
7s 5h 5d,JdTd,0.180,21.31
7s 5h 5d,QdQc,0.870,62.42
7s 5h 5d,QdTd,0.050,22.44
7s 5h 5d,QdJd,0.155,24.13
7s 5h 5d,KdKc,0.442,73.52
7s 5h 5d,KdTd,0.050,28.07
7s 5h 5d,KdJd,0.565,29.74
7s 5h 5d,KdQd,0.825,32.59
7s 5h 5d,AdKc,0.487,51.41
7s 5h 5d,AdAc,0.120,88.82
7s 5h 5d,Ad4d,0.180,41.35
7s 5h 5d,Ad8d,0.090,42.27
7s 5h 5d,Ad9d,0.104,42.13
7s 5h 5d,AdTd,0.780,42.27
7s 5h 5d,AdJd,0.775,44.03
7s 5h 5d,AdQd,0.930,46.53
7s 5h 5d,AdKd,0.425,53.80
7s 5h 5d,AdKh,0.487,51.54
7s 5h 5d,AdKs,0.487,51.52
7s 5h 5d,2h2c,0.056,40.49
7s 5h 5d,2h2d,0.056,40.51
7s 5h 5d,3h3c,0.138,41.73
7s 5h 5d,3h3d,0.138,41.75
7s 5h 5d,4h4c,0.163,43.04
7s 5h 5d,4h4d,0.163,42.87
7s 5h 5d,6h6c,0.330,53.60
7s 5h 5d,6h6d,0.330,53.23
7s 5h 5d,7h7c,0.345,96.94
7s 5h 5d,7h7d,0.345,96.94
7s 5h 5d,7h6h,0.165,56.43
7s 5h 5d,8h8c,0.385,55.31
7s 5h 5d,8h8d,0.385,55.37
7s 5h 5d,8h7h,0.180,56.18
7s 5h 5d,9h9c,0.420,55.48
7s 5h 5d,9h9d,0.420,55.54
7s 5h 5d,9h8h,0.144,33.23
7s 5h 5d,ThTc,0.440,55.12
7s 5h 5d,ThTd,0.440,55.24
7s 5h 5d,Th9h,0.225,21.66
7s 5h 5d,JhJc,0.635,57.46
7s 5h 5d,JhJd,0.635,57.57
7s 5h 5d,JhTh,0.180,21.31
7s 5h 5d,QhQc,0.870,62.42
7s 5h 5d,QhQd,0.870,62.59
7s 5h 5d,QhTh,0.050,22.44
7s 5h 5d,QhJh,0.155,24.13
7s 5h 5d,KhKc,0.442,73.52
7s 5h 5d,KhKd,0.442,73.56
7s 5h 5d,KhTh,0.050,28.07
7s 5h 5d,KhJh,0.565,29.74
7s 5h 5d,KhQh,0.825,32.59
7s 5h 5d,AhKc,0.487,51.41
7s 5h 5d,AhAc,0.120,88.82
7s 5h 5d,AhKd,0.487,51.54
7s 5h 5d,AhAd,0.120,88.99
7s 5h 5d,Ah4h,0.180,41.35
7s 5h 5d,Ah8h,0.090,42.27
7s 5h 5d,Ah9h,0.104,42.13
7s 5h 5d,AhTh,0.780,42.27
7s 5h 5d,AhJh,0.775,44.03
7s 5h 5d,AhQh,0.930,46.53
7s 5h 5d,AhKh,0.425,53.80
7s 5h 5d,AhKs,0.487,51.52
7s 5h 5d,2s2c,0.056,40.49
7s 5h 5d,2s2d,0.056,40.51
7s 5h 5d,2s2h,0.056,40.51
7s 5h 5d,3s3c,0.138,41.73
7s 5h 5d,3s3d,0.138,41.75
7s 5h 5d,3s3h,0.138,41.75
7s 5h 5d,4s4c,0.163,43.24
7s 5h 5d,4s4d,0.163,43.07
7s 5h 5d,4s4h,0.163,43.07
7s 5h 5d,5s5c,0.130,99.95
7s 5h 5d,6s6c,0.330,53.68
7s 5h 5d,6s6d,0.330,53.30
7s 5h 5d,6s6h,0.330,53.30
7s 5h 5d,6s5s,0.095,94.04
7s 5h 5d,8s8c,0.385,55.53
7s 5h 5d,8s8d,0.385,55.59
7s 5h 5d,8s8h,0.385,55.59
7s 5h 5d,9s9c,0.420,55.47
7s 5h 5d,9s9d,0.420,55.52
7s 5h 5d,9s9h,0.420,55.52
7s 5h 5d,9s8s,0.144,32.95
7s 5h 5d,TsTc,0.440,55.09
7s 5h 5d,TsTd,0.440,55.22
7s 5h 5d,TsTh,0.440,55.22
7s 5h 5d,Ts9s,0.225,21.34
7s 5h 5d,JsJc,0.635,57.44
7s 5h 5d,JsJd,0.635,57.55
7s 5h 5d,JsJh,0.635,57.55
7s 5h 5d,JsTs,0.180,20.98
7s 5h 5d,QsQc,0.870,62.39
7s 5h 5d,QsQd,0.870,62.55
7s 5h 5d,QsQh,0.870,62.55
7s 5h 5d,QsTs,0.050,22.11
7s 5h 5d,QsJs,0.155,23.80
7s 5h 5d,KsKc,0.442,73.69
7s 5h 5d,KsKd,0.442,73.73
7s 5h 5d,KsKh,0.442,73.73
7s 5h 5d,KsTs,0.050,27.78
7s 5h 5d,KsJs,0.565,29.44
7s 5h 5d,KsQs,0.825,32.27
7s 5h 5d,AsKc,0.487,51.43
7s 5h 5d,AsAc,0.120,88.86
7s 5h 5d,AsKd,0.487,51.56
7s 5h 5d,AsAd,0.120,89.04
7s 5h 5d,AsKh,0.487,51.56
7s 5h 5d,AsAh,0.120,89.04
7s 5h 5d,As4s,0.180,41.32
7s 5h 5d,As5s,0.515,94.38
7s 5h 5d,As8s,0.090,41.84
7s 5h 5d,As9s,0.104,41.89
7s 5h 5d,AsTs,0.780,42.03
7s 5h 5d,AsJs,0.775,43.78
7s 5h 5d,AsQs,0.930,46.28
7s 5h 5d,AsKs,0.425,53.51
7s 6h 3d,6c5c,0.095,61.95
7s 6h 3d,7c6c,0.165,84.00
7s 6h 3d,8c7c,0.180,58.90
7s 6h 3d,9c8c,0.144,42.56
7s 6h 3d,Tc9c,0.225,30.42
7s 6h 3d,JcTc,0.180,17.82
7s 6h 3d,QcTc,0.050,19.94
7s 6h 3d,QcJc,0.155,20.53
7s 6h 3d,KcTc,0.050,24.67
7s 6h 3d,KcJc,0.565,25.34
7s 6h 3d,KcQc,0.825,28.64
7s 6h 3d,Ac4c,0.180,42.37
7s 6h 3d,Ac5c,0.515,43.98
7s 6h 3d,Ac8c,0.090,38.52
7s 6h 3d,Ac9c,0.104,38.59
7s 6h 3d,AcTc,0.780,38.85
7s 6h 3d,AcJc,0.775,39.62
7s 6h 3d,AcQc,0.930,42.19
7s 6h 3d,AcKc,0.425,50.54
7s 6h 3d,AcKd,0.487,50.71
7s 6h 3d,AcKh,0.487,50.73
7s 6h 3d,AcKs,0.487,50.67
7s 6h 3d,2d2c,0.056,45.90
7s 6h 3d,4d4c,0.163,56.35
7s 6h 3d,5d5c,0.130,57.80
7s 6h 3d,6d6c,0.330,92.29
7s 6h 3d,6d5d,0.095,63.92
7s 6h 3d,7d7c,0.345,92.24
7s 6h 3d,7d6d,0.165,84.56
7s 6h 3d,8d8c,0.385,55.91
7s 6h 3d,8d7d,0.180,61.11
7s 6h 3d,9d9c,0.420,55.66
7s 6h 3d,9d8d,0.144,45.13
