Flop,Hand,Weight OOP,OOP Equity,BET 359.2% freq,BET 100% freq,BET 75.1% freq,BET 49.8% freq,BET 35.1% freq,BET 20% freq,CHECK freq
5s 3s 2h,Kc4c,0.310,38.09,0.00,0.00,0.00,65.74,24.24,0.01,10.00
5s 3s 2h,Kc5c,0.120,42.05,0.00,0.00,30.30,65.26,1.58,0.00,2.85
5s 3s 2h,Kc6c,0.065,30.13,0.00,0.00,0.67,55.30,12.62,0.00,31.41
5s 3s 2h,Kc7c,0.140,19.05,0.00,0.00,0.00,0.01,0.00,0.00,99.99
5s 3s 2h,Kc9c,0.010,19.23,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KcTc,0.400,19.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KcJc,0.100,21.45,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KcQc,0.170,25.07,0.00,0.00,29.89,58.56,0.86,0.00,10.69
5s 3s 2h,KcJd,0.170,21.12,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KcQd,0.240,24.64,0.00,0.00,0.00,27.17,0.78,0.00,72.05
5s 3s 2h,KcJh,0.170,21.27,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KcQh,0.240,24.79,0.00,0.00,33.41,23.30,0.59,0.00,42.70
5s 3s 2h,KcJs,0.170,24.89,0.00,0.00,29.32,59.06,2.55,0.00,9.07
5s 3s 2h,KcQs,0.240,28.60,0.00,0.00,12.88,72.78,3.40,0.00,10.95
5s 3s 2h,Ac2c,0.320,47.89,0.00,0.00,23.55,61.19,1.83,0.00,13.43
5s 3s 2h,Ac3c,0.245,48.44,0.00,0.00,1.71,73.97,7.28,0.00,17.04
5s 3s 2h,Ac4c,0.165,88.20,0.00,0.00,0.00,55.11,28.53,0.00,16.36
5s 3s 2h,Ac5c,0.190,50.59,0.00,0.00,42.99,34.64,0.35,0.00,22.03
5s 3s 2h,Ac7c,0.030,31.95,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,Ac8c,0.060,31.76,0.00,0.00,24.75,17.01,9.05,0.00,49.19
5s 3s 2h,Ac9c,0.075,32.51,0.00,0.00,24.10,39.21,16.29,0.00,20.39
5s 3s 2h,AcTc,0.175,34.34,0.00,0.00,17.30,40.04,2.39,0.00,40.27
5s 3s 2h,AcJc,0.255,37.29,0.00,0.00,0.00,52.28,4.21,0.00,43.51
5s 3s 2h,AcQc,0.525,40.95,0.00,0.00,22.76,45.96,6.82,0.01,24.46
5s 3s 2h,AcKc,1.000,46.10,0.00,0.00,8.43,60.12,4.22,0.00,27.23
5s 3s 2h,Ac4d,0.045,88.34,0.00,0.00,0.00,55.32,28.41,0.00,16.26
5s 3s 2h,Ac5d,0.135,50.60,0.00,0.00,44.98,33.67,0.07,0.00,21.29
5s 3s 2h,Ac8d,0.090,31.72,0.00,0.00,12.50,13.59,0.29,0.00,73.63
5s 3s 2h,Ac9d,0.020,32.48,0.00,0.00,17.69,32.62,13.11,0.00,36.58
5s 3s 2h,AcTd,0.140,34.09,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,AcJd,0.005,37.08,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,AcKd,0.575,46.10,0.00,0.00,17.61,57.83,1.75,0.00,22.80
5s 3s 2h,Ac4h,0.045,88.42,0.00,0.00,0.00,58.41,25.79,0.00,15.80
5s 3s 2h,Ac5h,0.135,50.71,0.00,0.00,36.86,39.47,0.00,0.00,23.67
5s 3s 2h,Ac8h,0.090,31.86,0.00,0.00,19.51,4.39,0.82,0.00,75.27
5s 3s 2h,Ac9h,0.020,32.62,0.00,0.00,15.07,33.18,6.28,0.00,45.47
5s 3s 2h,AcTh,0.140,34.26,0.00,0.00,0.00,9.23,15.94,0.00,74.83
5s 3s 2h,AcJh,0.005,37.29,0.00,0.00,0.00,0.00,9.45,0.00,90.55
5s 3s 2h,AcKh,0.575,46.34,0.00,0.00,20.55,48.76,5.46,0.00,25.23
5s 3s 2h,Ac4s,0.045,89.03,0.00,0.00,0.00,57.83,16.23,0.00,25.94
5s 3s 2h,Ac8s,0.090,34.44,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,Ac9s,0.020,35.34,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,AcTs,0.140,37.37,0.00,0.00,9.18,82.29,4.33,0.00,4.20
5s 3s 2h,AcJs,0.005,40.72,0.00,0.00,0.00,51.56,48.44,0.00,0.00
5s 3s 2h,AcKs,0.575,50.19,0.00,0.01,32.40,46.26,0.95,0.01,20.37
5s 3s 2h,5d4d,0.300,57.98,0.00,0.00,1.94,86.87,3.74,0.00,7.46
5s 3s 2h,6d5d,0.525,52.59,0.00,0.00,8.96,63.89,6.37,0.00,20.78
5s 3s 2h,7d6d,0.420,27.39,0.00,0.00,6.63,75.36,9.16,0.00,8.85
5s 3s 2h,8d7d,0.450,15.50,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,9d8d,0.225,16.10,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,TdTc,0.035,51.69,0.00,0.00,0.27,12.06,2.42,0.00,85.25
5s 3s 2h,Td9d,0.380,15.95,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,JdJc,0.130,57.59,0.00,0.00,0.55,56.24,3.34,0.08,39.79
5s 3s 2h,Jd8d,0.020,16.27,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Jd9d,0.050,16.75,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,JdTd,0.345,17.28,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,QdQc,0.655,66.44,0.00,0.00,14.03,57.12,15.29,0.00,13.56
5s 3s 2h,Qd6d,0.075,29.47,0.00,0.00,0.37,88.76,7.79,0.00,3.08
5s 3s 2h,Qd8d,0.120,17.84,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Qd9d,0.125,18.34,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,QdTd,0.345,18.61,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,QdJd,0.650,19.51,0.00,0.00,0.00,5.04,0.75,0.00,94.22
5s 3s 2h,KdJc,0.170,21.12,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KdQc,0.240,24.64,0.00,0.00,0.00,27.17,0.78,0.00,72.05
5s 3s 2h,KdKc,1.000,73.86,0.00,0.00,14.87,72.68,4.89,0.00,7.56
5s 3s 2h,Kd3d,0.100,40.77,0.00,0.00,14.46,54.22,7.25,0.00,24.07
5s 3s 2h,Kd4d,0.310,38.09,0.00,0.00,0.00,65.74,24.24,0.01,10.00
5s 3s 2h,Kd5d,0.120,42.05,0.00,0.00,30.30,65.26,1.58,0.00,2.85
5s 3s 2h,Kd6d,0.065,30.13,0.00,0.00,0.67,55.30,12.62,0.00,31.41
5s 3s 2h,Kd7d,0.140,19.05,0.00,0.00,0.00,0.01,0.00,0.00,99.99
5s 3s 2h,Kd9d,0.010,19.23,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KdTd,0.400,19.51,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KdJd,0.100,21.45,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KdQd,0.170,25.07,0.00,0.00,29.89,58.56,0.87,0.00,10.69
5s 3s 2h,KdJh,0.170,21.27,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KdQh,0.240,24.79,0.00,0.00,33.41,23.30,0.59,0.00,42.70
5s 3s 2h,KdJs,0.170,24.89,0.00,0.00,29.32,59.06,2.55,0.00,9.07
5s 3s 2h,KdQs,0.240,28.60,0.00,0.00,12.88,72.78,3.40,0.00,10.95
5s 3s 2h,Ad4c,0.045,88.34,0.00,0.00,0.00,55.32,28.41,0.00,16.26
5s 3s 2h,Ad5c,0.135,50.60,0.00,0.00,44.97,33.67,0.07,0.00,21.29
5s 3s 2h,Ad8c,0.090,31.72,0.00,0.00,12.50,13.59,0.29,0.00,73.63
5s 3s 2h,Ad9c,0.020,32.48,0.00,0.00,17.69,32.63,13.11,0.00,36.58
5s 3s 2h,AdTc,0.140,34.09,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,AdJc,0.005,37.08,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,AdKc,0.575,46.10,0.00,0.00,17.61,57.83,1.75,0.00,22.80
5s 3s 2h,AdAc,1.000,82.72,0.00,0.00,37.03,40.04,0.00,0.00,22.93
5s 3s 2h,Ad2d,0.320,47.89,0.00,0.00,23.55,61.19,1.83,0.00,13.43
5s 3s 2h,Ad3d,0.245,48.44,0.00,0.00,1.71,73.97,7.28,0.00,17.04
5s 3s 2h,Ad4d,0.165,88.20,0.00,0.00,0.00,55.11,28.53,0.00,16.36
5s 3s 2h,Ad5d,0.190,50.59,0.00,0.00,42.99,34.64,0.35,0.00,22.03
5s 3s 2h,Ad7d,0.030,31.95,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,Ad8d,0.060,31.76,0.00,0.00,24.75,17.01,9.05,0.00,49.19
5s 3s 2h,Ad9d,0.075,32.51,0.00,0.00,24.10,39.21,16.29,0.00,20.39
5s 3s 2h,AdTd,0.175,34.34,0.00,0.00,17.30,40.04,2.39,0.00,40.27
5s 3s 2h,AdJd,0.255,37.29,0.00,0.00,0.00,52.28,4.21,0.00,43.51
5s 3s 2h,AdQd,0.525,40.95,0.00,0.00,22.76,45.96,6.82,0.01,24.46
5s 3s 2h,AdKd,1.000,46.10,0.00,0.00,8.43,60.12,4.22,0.00,27.23
5s 3s 2h,Ad4h,0.045,88.42,0.00,0.00,0.00,58.41,25.79,0.00,15.80
5s 3s 2h,Ad5h,0.135,50.71,0.00,0.00,36.85,39.47,0.00,0.00,23.67
5s 3s 2h,Ad8h,0.090,31.86,0.00,0.00,19.51,4.39,0.82,0.00,75.28
5s 3s 2h,Ad9h,0.020,32.62,0.00,0.00,15.07,33.18,6.28,0.00,45.47
5s 3s 2h,AdTh,0.140,34.26,0.00,0.00,0.00,9.23,15.94,0.00,74.83
5s 3s 2h,AdJh,0.005,37.29,0.00,0.00,0.00,0.00,9.45,0.00,90.55
5s 3s 2h,AdKh,0.575,46.34,0.00,0.00,20.55,48.76,5.46,0.00,25.23
5s 3s 2h,Ad4s,0.045,89.03,0.00,0.00,0.00,57.83,16.23,0.00,25.94
5s 3s 2h,Ad8s,0.090,34.44,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,Ad9s,0.020,35.34,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,AdTs,0.140,37.37,0.00,0.00,9.18,82.29,4.33,0.00,4.20
5s 3s 2h,AdJs,0.005,40.72,0.00,0.00,0.00,51.56,48.44,0.00,0.00
5s 3s 2h,AdKs,0.575,50.19,0.00,0.00,32.40,46.26,0.95,0.01,20.37
5s 3s 2h,5h4h,0.300,59.67,0.00,0.00,2.03,75.92,6.87,0.00,15.18
5s 3s 2h,6h5h,0.525,54.88,0.00,0.00,17.11,47.99,7.10,0.03,27.77
5s 3s 2h,7h6h,0.420,30.47,0.00,0.00,0.00,71.30,15.37,0.00,13.32
5s 3s 2h,8h7h,0.450,19.19,0.00,0.00,12.94,57.77,7.62,0.00,21.67
5s 3s 2h,9h8h,0.225,19.84,0.00,0.00,0.00,12.03,0.00,0.00,87.97
5s 3s 2h,ThTc,0.035,51.85,0.00,0.00,0.00,0.22,3.47,0.00,96.32
5s 3s 2h,ThTd,0.035,51.85,0.00,0.00,0.00,0.22,3.47,0.00,96.32
5s 3s 2h,Th9h,0.380,19.80,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,JhJc,0.130,57.78,0.00,0.00,1.48,16.17,8.69,0.11,73.55
5s 3s 2h,JhJd,0.130,57.78,0.00,0.00,1.48,16.17,8.69,0.11,73.55
5s 3s 2h,Jh8h,0.020,20.15,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,Jh9h,0.050,20.64,0.00,0.00,0.00,0.00,0.00,0.03,99.97
5s 3s 2h,JhTh,0.345,21.20,0.00,0.00,0.00,1.45,1.68,0.00,96.86
5s 3s 2h,QhQc,0.655,66.66,0.00,0.00,11.53,58.73,8.69,0.00,21.05
5s 3s 2h,QhQd,0.655,66.66,0.00,0.00,11.53,58.73,8.69,0.00,21.05
5s 3s 2h,Qh6h,0.075,32.71,0.00,0.00,0.00,82.95,11.08,0.00,5.97
5s 3s 2h,Qh8h,0.120,21.74,0.00,0.00,49.53,27.38,2.14,0.03,20.92
5s 3s 2h,Qh9h,0.125,22.24,0.00,0.00,24.64,43.94,13.30,0.07,18.06
5s 3s 2h,QhTh,0.345,22.55,0.00,0.00,2.28,53.13,16.03,0.04,28.52
5s 3s 2h,QhJh,0.650,23.47,0.00,0.00,2.86,67.50,5.43,0.00,24.22
5s 3s 2h,KhJc,0.170,21.25,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KhQc,0.240,24.82,0.00,0.01,17.48,31.44,5.20,0.03,45.84
5s 3s 2h,KhKc,1.000,74.08,0.00,0.00,18.30,72.85,3.38,0.00,5.47
5s 3s 2h,KhJd,0.170,21.25,0.00,0.00,0.00,0.00,0.00,0.00,100.00
5s 3s 2h,KhQd,0.240,24.82,0.00,0.01,17.48,31.44,5.20,0.03,45.84
5s 3s 2h,KhKd,1.000,74.08,0.00,0.00,18.30,72.85,3.38,0.00,5.47
5s 3s 2h,Kh3h,0.100,43.83,0.00,0.00,0.00,37.82,1.31,0.00,60.87
5s 3s 2h,Kh4h,0.310,40.63,0.00,0.00,0.00,72.88,16.06,0.00,11.06
5s 3s 2h,Kh5h,0.120,45.08,0.00,0.00,0.77,86.30,4.88,0.00,8.05
5s 3s 2h,Kh6h,0.065,33.35,0.00,0.00,0.00,88.39,6.63,0.00,4.99
5s 3s 2h,Kh7h,0.140,22.86,0.00,0.00,35.55,52.72,5.40,0.00,6.33
5s 3s 2h,Kh9h,0.010,23.09,0.00,0.00,34.36,47.53,0.00,0.00,18.11
5s 3s 2h,KhTh,0.400,23.42,0.00,0.00,8.00,44.21,8.35,0.00,39.45
5s 3s 2h,KhJh,0.100,25.30,0.00,0.00,1.22,93.71,5.07,0.00,0.00
5s 3s 2h,KhQh,0.170,28.83,0.00,0.00,26.10,72.18,0.00,0.00,1.72
5s 3s 2h,KhJs,0.170,25.03,0.00,0.00,30.72,52.92,3.77,0.00,12.59
5s 3s 2h,KhQs,0.240,28.78,0.00,0.00,9.99,65.63,4.40,0.00,19.98
5s 3s 2h,Ah4c,0.045,88.68,0.00,0.00,0.00,44.03,36.06,0.00,19.91
5s 3s 2h,Ah5c,0.135,50.91,0.00,0.00,15.65,68.81,2.08,0.00,13.46
5s 3s 2h,Ah8c,0.090,31.86,0.00,0.00,24.08,54.86,4.25,0.00,16.81
5s 3s 2h,Ah9c,0.020,32.63,0.00,0.00,13.24,62.49,18.07,0.00,6.20
5s 3s 2h,AhTc,0.140,34.26,0.00,0.00,0.00,58.55,12.76,0.00,28.68
5s 3s 2h,AhJc,0.005,37.30,0.00,0.00,0.00,53.77,46.23,0.00,0.00
5s 3s 2h,AhKc,0.575,46.41,0.00,0.00,13.85,63.91,2.49,0.00,19.76
5s 3s 2h,AhAc,1.000,83.08,0.00,0.00,33.67,40.35,0.00,0.00,25.98
5s 3s 2h,Ah4d,0.045,88.68,0.00,0.00,0.00,44.03,36.06,0.00,19.91
5s 3s 2h,Ah5d,0.135,50.91,0.00,0.00,15.64,68.81,2.08,0.00,13.46
5s 3s 2h,Ah8d,0.090,31.86,0.00,0.00,24.08,54.86,4.25,0.00,16.81
5s 3s 2h,Ah9d,0.020,32.63,0.00,0.00,13.24,62.49,18.07,0.00,6.20
5s 3s 2h,AhTd,0.140,34.26,0.00,0.00,0.00,58.55,12.76,0.00,28.68
5s 3s 2h,AhJd,0.005,37.30,0.00,0.00,0.00,53.77,46.23,0.00,0.00
5s 3s 2h,AhKd,0.575,46.41,0.00,0.00,13.85,63.91,2.49,0.00,19.76
5s 3s 2h,AhAd,1.000,83.08,0.00,0.00,33.67,40.35,0.00,0.00,25.98
5s 3s 2h,Ah3h,0.245,51.27,0.00,0.00,4.76,55.30,10.54,0.00,29.40
5s 3s 2h,Ah4h,0.165,88.76,0.00,0.00,0.00,31.26,33.81,0.03,34.90
5s 3s 2h,Ah5h,0.190,53.33,0.00,0.00,15.59,57.25,0.00,0.00,27.16
5s 3s 2h,Ah7h,0.030,35.31,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,Ah8h,0.060,35.15,0.00,0.00,32.45,67.55,0.00,0.00,0.00
5s 3s 2h,Ah9h,0.075,35.89,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,AhTh,0.175,37.66,0.00,0.00,7.09,85.61,6.07,0.00,1.22
5s 3s 2h,AhJh,0.255,40.54,0.00,0.00,0.00,70.80,7.22,0.00,21.98
5s 3s 2h,AhQh,0.525,44.10,0.00,0.00,6.00,60.70,17.45,0.00,15.85
5s 3s 2h,AhKh,1.000,49.07,0.00,0.00,16.52,54.97,5.67,0.00,22.84
5s 3s 2h,Ah4s,0.045,89.38,0.00,0.00,0.00,47.53,21.65,0.00,30.81
5s 3s 2h,Ah8s,0.090,34.59,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,Ah9s,0.020,35.49,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,AhTs,0.140,37.54,0.00,0.00,0.00,90.99,0.16,0.00,8.86
5s 3s 2h,AhJs,0.005,40.94,0.00,0.00,0.00,62.97,37.03,0.00,0.00
5s 3s 2h,AhKs,0.575,50.50,0.00,0.00,8.21,39.53,9.49,0.00,42.77
5s 3s 2h,7s6s,0.420,51.31,0.00,0.00,10.41,53.85,4.45,0.00,31.28
5s 3s 2h,8s7s,0.450,43.42,0.00,0.00,0.00,73.96,4.73,0.00,21.31
5s 3s 2h,9s8s,0.225,44.20,0.00,0.00,0.00,89.61,1.58,0.00,8.81
5s 3s 2h,TsTc,0.035,54.72,0.00,0.00,17.00,40.39,5.87,0.00,36.74
5s 3s 2h,TsTd,0.035,54.72,0.00,0.00,17.00,40.39,5.87,0.00,36.74
5s 3s 2h,TsTh,0.035,54.88,0.00,0.00,0.00,5.90,4.87,0.00,89.24
5s 3s 2h,Ts9s,0.380,44.87,0.00,0.00,4.16,60.94,8.35,0.00,26.55
5s 3s 2h,JsJc,0.130,60.84,0.00,0.00,10.76,50.37,6.36,0.00,32.51
5s 3s 2h,JsJd,0.130,60.84,0.00,0.00,10.76,50.37,6.36,0.00,32.51
5s 3s 2h,JsJh,0.130,61.04,0.00,0.00,0.00,13.63,8.86,0.00,77.51
5s 3s 2h,Js8s,0.020,45.56,0.00,0.00,0.00,28.36,41.00,0.00,30.64
5s 3s 2h,Js9s,0.050,45.96,0.00,0.00,0.00,39.83,19.29,0.00,40.88
5s 3s 2h,JsTs,0.345,46.78,0.00,0.00,14.86,67.15,4.27,0.00,13.72
5s 3s 2h,QsQc,0.655,69.84,0.00,0.00,16.21,55.92,6.48,0.02,21.37
5s 3s 2h,QsQd,0.655,69.84,0.00,0.00,16.21,55.92,6.48,0.02,21.37
5s 3s 2h,QsQh,0.655,70.06,0.00,0.00,7.97,65.75,4.66,0.00,21.62
5s 3s 2h,Qs6s,0.075,54.31,0.00,0.00,0.00,94.58,5.42,0.00,0.00
5s 3s 2h,Qs8s,0.120,47.18,0.00,0.00,10.04,52.89,27.86,0.01,9.20
5s 3s 2h,Qs9s,0.125,47.60,0.00,0.00,3.01,78.23,9.31,0.00,9.44
5s 3s 2h,QsTs,0.345,48.25,0.00,0.00,12.98,62.43,5.65,0.00,18.94
5s 3s 2h,QsJs,0.650,49.24,0.00,0.00,16.99,55.35,8.08,0.01,19.57
5s 3s 2h,KsJc,0.170,25.21,0.00,0.00,7.89,73.92,7.53,0.00,10.65
5s 3s 2h,KsQc,0.240,28.95,0.00,0.00,7.28,81.82,5.26,0.00,5.64
5s 3s 2h,KsKc,1.000,77.36,0.00,0.00,12.34,73.54,4.56,0.00,9.57
5s 3s 2h,KsJd,0.170,25.21,0.00,0.00,7.89,73.92,7.53,0.00,10.65
5s 3s 2h,KsQd,0.240,28.95,0.00,0.00,7.28,81.82,5.26,0.00,5.64
5s 3s 2h,KsKd,1.000,77.36,0.00,0.00,12.34,73.54,4.56,0.00,9.57
5s 3s 2h,KsJh,0.170,25.36,0.00,0.00,7.66,86.57,1.24,0.00,4.53
5s 3s 2h,KsQh,0.240,29.10,0.00,0.00,3.25,83.12,5.33,0.00,8.30
5s 3s 2h,KsKh,1.000,77.59,0.00,0.00,12.39,72.46,4.95,0.00,10.20
5s 3s 2h,Ks4s,0.310,59.06,0.00,0.00,0.00,84.52,5.33,0.00,10.15
5s 3s 2h,Ks6s,0.065,54.93,0.00,0.00,0.00,92.00,8.00,0.00,0.00
5s 3s 2h,Ks7s,0.140,48.05,0.00,0.00,8.53,70.72,15.17,0.00,5.58
5s 3s 2h,Ks9s,0.010,48.39,0.00,0.00,0.00,100.00,0.00,0.00,0.00
5s 3s 2h,KsTs,0.400,49.04,0.00,0.00,14.25,57.68,8.30,0.01,19.75
5s 3s 2h,KsJs,0.100,50.43,0.00,0.00,15.11,45.16,13.29,0.01,26.42
5s 3s 2h,KsQs,0.170,53.17,0.00,0.00,0.00,63.12,9.13,0.00,27.75
5s 3s 2h,As4c,0.045,92.24,0.00,0.00,0.00,33.42,36.36,0.00,30.22
5s 3s 2h,As5c,0.135,55.52,0.00,0.00,20.22,56.91,1.95,0.00,20.93
5s 3s 2h,As8c,0.090,35.74,0.00,0.00,21.63,72.72,5.65,0.00,0.00
5s 3s 2h,As9c,0.020,36.50,0.00,0.00,0.00,65.92,34.08,0.00,0.00
5s 3s 2h,AsTc,0.140,38.22,0.00,0.00,7.49,79.58,7.12,0.00,5.81
5s 3s 2h,AsJc,0.005,41.41,0.00,0.00,0.00,33.75,66.25,0.00,0.00
5s 3s 2h,AsKc,0.575,50.73,0.00,0.00,7.27,70.18,7.50,0.01,15.04
5s 3s 2h,AsAc,1.000,86.99,0.00,0.00,10.90,78.70,0.00,0.00,10.41
5s 3s 2h,As4d,0.045,92.24,0.00,0.00,0.00,33.42,36.36,0.00,30.22
5s 3s 2h,As5d,0.135,55.52,0.00,0.00,20.22,56.90,1.95,0.00,20.93
5s 3s 2h,As8d,0.090,35.74,0.00,0.00,21.63,72.72,5.65,0.00,0.00
5s 3s 2h,As9d,0.020,36.50,0.00,0.00,0.00,65.92,34.08,0.00,0.00
5s 3s 2h,AsTd,0.140,38.22,0.00,0.00,7.49,79.57,7.12,0.00,5.81
5s 3s 2h,AsJd,0.005,41.41,0.00,0.00,0.00,33.75,66.25,0.00,0.00
5s 3s 2h,AsKd,0.575,50.73,0.00,0.00,7.27,70.18,7.50,0.01,15.04
5s 3s 2h,AsAd,1.000,86.99,0.00,0.00,10.90,78.70,0.00,0.00,10.41
5s 3s 2h,As4h,0.045,92.32,0.00,0.00,0.00,36.86,35.45,0.00,27.68
5s 3s 2h,As5h,0.135,55.64,0.00,0.00,1.68,88.45,6.61,0.00,3.25
5s 3s 2h,As8h,0.090,35.88,0.00,0.00,28.44,59.44,0.00,0.00,12.12
5s 3s 2h,As9h,0.020,36.64,0.00,0.00,0.00,70.50,29.50,0.00,0.00
5s 3s 2h,AsTh,0.140,38.39,0.00,0.00,2.18,77.74,12.14,0.00,7.94
5s 3s 2h,AsJh,0.005,41.61,0.00,0.00,0.00,22.21,74.65,0.00,3.13
5s 3s 2h,AsKh,0.575,50.96,0.00,0.00,5.01,68.01,10.21,0.00,16.77
5s 3s 2h,AsAh,1.000,87.35,0.00,0.00,6.13,75.80,5.38,0.00,12.69
5s 3s 2h,As2s,0.320,69.34,0.00,0.00,21.45,51.58,0.59,0.00,26.38
5s 3s 2h,As4s,0.165,94.49,0.00,0.00,0.00,43.65,40.59,0.02,15.74
5s 3s 2h,As7s,0.030,58.02,0.00,0.00,52.92,12.14,0.00,0.00,34.94
5s 3s 2h,As8s,0.060,57.98,0.00,0.00,77.38,0.00,0.00,0.00,22.62
5s 3s 2h,As9s,0.075,58.58,0.00,0.00,43.32,6.24,0.00,0.00,50.45
5s 3s 2h,AsTs,0.175,59.87,0.00,0.00,24.49,20.96,0.00,0.00,54.55
5s 3s 2h,AsJs,0.255,62.09,0.00,0.00,14.05,47.38,0.19,0.00,38.37
5s 3s 2h,AsQs,0.525,64.81,0.00,0.00,0.00,82.50,5.39,0.00,12.11
5s 3s 2h,AsKs,1.000,68.41,0.00,0.00,0.00,75.94,6.78,0.00,17.28
5s 4s 2s,5c4c,0.300,63.51,0.00,0.00,0.00,27.50,32.49,22.73,17.28
5s 4s 2s,6c5c,0.525,45.47,0.00,0.00,0.00,23.64,34.60,24.25,17.51
5s 4s 2s,7c6c,0.420,32.84,0.00,0.00,0.00,17.78,47.49,22.93,11.80
5s 4s 2s,8c7c,0.450,23.15,0.00,0.00,0.00,33.43,36.49,13.50,16.58
5s 4s 2s,9c8c,0.225,14.23,0.00,0.00,0.00,34.50,28.40,5.77,31.33
5s 4s 2s,Tc9c,0.380,14.07,0.00,0.00,0.00,13.79,22.10,8.73,55.38
5s 4s 2s,Jc8c,0.020,15.33,0.00,0.00,0.00,7.99,28.47,19.77,43.77
5s 4s 2s,Jc9c,0.050,14.62,0.00,0.00,0.00,0.00,4.84,5.03,90.13
5s 4s 2s,JcTc,0.345,15.01,0.00,0.00,0.00,0.38,0.06,1.26,98.30
5s 4s 2s,Qc6c,0.075,26.09,0.00,0.00,0.00,14.28,33.31,32.92,19.49
5s 4s 2s,Qc8c,0.120,16.52,0.00,0.00,0.00,7.02,51.27,18.83,22.87
5s 4s 2s,Qc9c,0.125,15.86,0.00,0.00,0.00,8.29,31.45,16.91,43.34
5s 4s 2s,QcTc,0.345,15.99,0.00,0.00,0.00,0.37,3.07,5.90,90.66
5s 4s 2s,QcJc,0.650,16.70,0.00,0.00,0.00,4.87,14.92,6.33,73.88
5s 4s 2s,Kc3c,0.100,31.51,0.00,0.00,0.00,2.09,67.54,25.72,4.66
5s 4s 2s,Kc4c,0.310,35.12,0.00,0.00,0.00,49.17,28.52,5.69,16.62
5s 4s 2s,Kc5c,0.120,35.89,0.00,0.00,0.00,57.56,19.17,10.18,13.08
5s 4s 2s,Kc6c,0.065,26.60,0.00,0.00,0.00,66.63,20.45,0.00,12.91
5s 4s 2s,Kc7c,0.140,17.53,0.00,0.00,0.00,82.77,17.23,0.00,0.00
5s 4s 2s,Kc9c,0.010,16.55,0.00,0.00,0.00,27.79,38.83,0.00,33.39
5s 4s 2s,KcTc,0.400,16.68,0.00,0.00,0.00,26.15,20.69,1.41,51.74
5s 4s 2s,KcJc,0.100,18.17,0.00,0.00,0.00,55.29,43.29,0.00,1.41
5s 4s 2s,KcQc,0.170,20.92,0.00,0.00,0.00,42.23,51.67,0.00,6.10
5s 4s 2s,KcJd,0.170,17.80,0.00,0.00,0.00,18.39,10.06,0.70,70.84
5s 4s 2s,KcQd,0.240,20.41,0.00,0.00,0.00,22.33,31.71,3.56,42.40
5s 4s 2s,KcJh,0.170,17.80,0.00,0.00,0.00,18.39,10.06,0.70,70.84
5s 4s 2s,KcQh,0.240,20.41,0.00,0.00,0.00,22.33,31.71,3.56,42.40
