Flop,Hand,Weight IP,IP Equity,BET 100% freq,BET 60% freq,BET 31.1% freq,CHECK freq
5s 3s 2h,TdTc,1.000,67.42,0.42,0.74,20.53,78.30
5s 3s 2h,Td8d,0.440,23.19,0.72,1.69,46.22,51.37
5s 3s 2h,Td9d,1.000,24.36,0.73,1.68,50.89,46.70
5s 3s 2h,JdJc,1.000,70.76,0.48,1.11,22.42,75.99
5s 3s 2h,Jd9d,1.000,27.55,0.81,1.80,41.19,56.19
5s 3s 2h,JdTd,1.000,28.74,0.83,1.69,55.88,41.61
5s 3s 2h,QdJc,0.350,34.95,0.92,1.78,52.53,44.77
5s 3s 2h,QdQc,1.000,73.25,0.52,0.67,24.99,73.81
5s 3s 2h,Qd8d,0.035,31.14,0.90,2.00,35.98,61.12
5s 3s 2h,Qd9d,1.000,31.65,0.96,2.08,48.58,48.38
5s 3s 2h,QdTd,1.000,32.81,0.88,1.74,47.55,49.83
5s 3s 2h,QdJd,1.000,34.93,0.91,1.77,45.63,51.69
5s 3s 2h,QdJh,0.350,35.08,1.29,2.54,53.75,42.42
5s 3s 2h,QdJs,0.350,38.49,2.42,8.66,36.79,52.13
5s 3s 2h,KdTc,0.050,38.87,0.91,1.76,7.10,90.23
5s 3s 2h,KdJc,0.615,40.94,0.87,1.68,31.26,66.19
5s 3s 2h,KdQc,1.000,42.72,0.66,1.30,16.30,81.74
5s 3s 2h,KdKc,1.000,74.88,0.36,0.49,24.92,74.23
5s 3s 2h,Kd5d,0.205,59.67,0.44,1.67,59.71,38.18
5s 3s 2h,Kd6d,0.465,44.68,0.56,0.94,27.47,71.03
5s 3s 2h,Kd7d,0.585,36.59,1.60,3.64,59.38,35.38
5s 3s 2h,Kd8d,0.790,36.45,1.30,2.87,52.42,43.40
5s 3s 2h,Kd9d,1.000,37.31,1.23,2.65,50.43,45.68
5s 3s 2h,KdTd,1.000,38.85,0.92,1.78,20.94,76.36
5s 3s 2h,KdJd,1.000,40.94,0.87,1.70,39.25,58.18
5s 3s 2h,KdQd,1.000,42.73,0.66,1.30,23.84,74.21
5s 3s 2h,KdTh,0.050,39.02,0.95,1.83,6.67,90.55
5s 3s 2h,KdJh,0.615,41.06,1.36,2.68,42.76,53.20
5s 3s 2h,KdQh,1.000,42.81,0.89,1.82,40.74,56.55
5s 3s 2h,KdTs,0.050,42.15,1.82,7.76,25.67,64.75
5s 3s 2h,KdJs,0.615,44.33,2.18,4.59,30.74,62.49
5s 3s 2h,KdQs,1.000,46.19,1.89,3.37,37.56,57.18
5s 3s 2h,AdTc,0.755,52.33,0.32,0.72,1.11,97.85
5s 3s 2h,AdJc,1.000,54.12,0.32,0.70,18.79,80.20
5s 3s 2h,AdQc,1.000,55.78,0.30,0.73,33.97,65.00
5s 3s 2h,AdKc,1.000,56.84,0.23,0.95,27.09,71.73
5s 3s 2h,AdAc,1.000,80.99,1.64,3.50,45.10,49.76
5s 3s 2h,Ad3d,1.000,60.05,0.68,1.69,47.89,49.75
5s 3s 2h,Ad4d,1.000,87.79,3.87,7.28,80.62,8.22
5s 3s 2h,Ad5d,1.000,65.02,1.86,5.29,68.51,24.34
5s 3s 2h,Ad6d,1.000,50.25,0.33,0.79,21.25,77.64
5s 3s 2h,Ad7d,1.000,48.89,0.78,1.84,27.26,70.12
5s 3s 2h,Ad8d,1.000,49.02,0.72,1.68,72.73,24.86
5s 3s 2h,Ad9d,1.000,50.52,0.46,1.12,25.45,72.97
5s 3s 2h,AdTd,1.000,52.33,0.32,0.72,1.11,97.85
5s 3s 2h,AdJd,1.000,54.13,0.31,0.69,17.04,81.96
5s 3s 2h,AdQd,1.000,55.79,0.29,0.71,33.57,65.43
5s 3s 2h,AdKd,1.000,56.84,0.23,0.94,26.57,72.26
5s 3s 2h,AdTh,0.755,52.49,0.35,0.79,12.04,86.83
5s 3s 2h,AdJh,1.000,54.26,0.37,0.82,31.06,67.75
5s 3s 2h,AdQh,1.000,55.88,0.36,0.92,40.17,58.55
5s 3s 2h,AdKh,1.000,56.93,0.26,1.08,35.16,63.51
5s 3s 2h,AdTs,0.755,55.28,0.41,0.85,8.09,90.65
5s 3s 2h,AdJs,1.000,57.21,0.39,0.82,19.19,79.60
5s 3s 2h,AdQs,1.000,58.94,0.34,1.22,26.15,72.29
5s 3s 2h,AdKs,1.000,60.14,0.37,1.31,52.83,45.49
5s 3s 2h,3h3c,0.325,86.65,1.98,3.82,72.32,21.89
5s 3s 2h,3h3d,0.325,86.65,1.98,3.82,72.30,21.90
5s 3s 2h,4h4c,0.355,66.80,0.70,1.46,55.02,42.83
5s 3s 2h,4h4d,0.355,66.80,0.70,1.46,55.03,42.82
5s 3s 2h,5h5c,0.930,87.52,2.27,4.25,70.47,23.01
5s 3s 2h,5h5d,0.930,87.52,2.27,4.25,70.46,23.02
5s 3s 2h,5h4h,0.095,69.59,1.27,3.33,85.50,9.90
5s 3s 2h,6h6c,1.000,66.68,1.51,3.28,66.67,28.54
5s 3s 2h,6h6d,1.000,66.68,1.51,3.28,66.66,28.55
5s 3s 2h,6h5h,0.205,66.89,2.15,2.73,65.64,29.47
5s 3s 2h,7h7c,1.000,60.65,0.78,1.09,42.05,56.07
5s 3s 2h,7h7d,1.000,60.65,0.78,1.10,42.05,56.07
5s 3s 2h,7h6h,0.165,34.29,0.22,0.71,71.37,27.70
5s 3s 2h,8h8c,1.000,62.17,0.61,1.17,35.97,62.25
5s 3s 2h,8h8d,1.000,62.17,0.61,1.17,35.97,62.25
5s 3s 2h,8h7h,0.180,24.93,0.19,0.39,0.66,98.77
5s 3s 2h,9h9c,1.000,64.73,0.49,1.07,30.76,67.69
5s 3s 2h,9h9d,1.000,64.73,0.49,1.07,30.75,67.69
5s 3s 2h,9h7h,0.010,26.19,0.18,0.38,0.64,98.80
5s 3s 2h,9h8h,0.375,26.44,0.40,0.83,1.52,97.26
5s 3s 2h,ThTc,1.000,67.58,0.43,0.88,20.48,78.21
5s 3s 2h,ThTd,1.000,67.58,0.43,0.88,20.48,78.20
5s 3s 2h,Th8h,0.440,26.92,1.06,2.22,86.13,10.60
5s 3s 2h,Th9h,1.000,28.03,1.00,2.04,67.15,29.81
5s 3s 2h,JhJc,1.000,70.95,0.47,1.12,23.89,74.52
5s 3s 2h,JhJd,1.000,70.95,0.47,1.12,23.90,74.51
5s 3s 2h,Jh9h,1.000,31.12,1.42,3.10,57.14,38.34
5s 3s 2h,JhTh,1.000,32.27,1.37,2.50,59.32,36.81
5s 3s 2h,QhJc,0.350,35.05,1.18,2.35,59.95,36.52
5s 3s 2h,QhQc,1.000,73.46,0.51,0.85,29.42,69.22
5s 3s 2h,QhJd,0.350,35.05,1.18,2.35,59.95,36.52
5s 3s 2h,QhQd,1.000,73.46,0.51,0.85,29.41,69.23
5s 3s 2h,Qh8h,0.035,34.57,1.43,3.50,85.68,9.38
5s 3s 2h,Qh9h,1.000,35.05,1.47,4.12,53.96,40.45
5s 3s 2h,QhTh,1.000,36.17,1.37,2.39,44.13,52.11
5s 3s 2h,QhJh,1.000,38.19,1.96,3.25,40.00,54.80
5s 3s 2h,QhJs,0.350,38.59,2.81,10.35,45.04,41.80
5s 3s 2h,KhTc,0.050,38.95,0.97,1.89,69.15,27.98
5s 3s 2h,KhJc,0.615,41.02,0.95,1.86,56.16,41.04
5s 3s 2h,KhQc,1.000,42.81,0.74,1.48,41.20,56.59
5s 3s 2h,KhKc,1.000,75.07,0.37,0.51,23.59,75.53
5s 3s 2h,KhTd,0.050,38.95,0.97,1.89,69.16,27.98
5s 3s 2h,KhJd,0.615,41.02,0.95,1.86,56.15,41.04
5s 3s 2h,KhQd,1.000,42.81,0.74,1.48,41.20,56.59
5s 3s 2h,KhKd,1.000,75.07,0.37,0.51,23.58,75.53
5s 3s 2h,Kh5h,0.205,61.97,0.28,2.22,95.13,2.36
5s 3s 2h,Kh6h,0.465,47.39,1.34,5.32,85.42,7.92
5s 3s 2h,Kh7h,0.585,39.77,2.07,4.33,32.53,61.08
5s 3s 2h,Kh8h,0.790,39.66,1.52,3.14,56.52,38.82
5s 3s 2h,Kh9h,1.000,40.47,1.46,3.48,43.04,52.02
5s 3s 2h,KhTh,1.000,41.97,1.05,1.85,20.30,76.81
5s 3s 2h,KhJh,1.000,43.94,1.25,2.14,25.87,70.74
5s 3s 2h,KhQh,1.000,45.61,0.80,1.43,22.62,75.15
5s 3s 2h,KhTs,0.050,42.24,1.67,3.15,56.27,38.91
5s 3s 2h,KhJs,0.615,44.42,2.14,3.87,39.78,54.22
5s 3s 2h,KhQs,1.000,46.28,1.96,3.51,42.69,51.84
5s 3s 2h,AhTc,0.755,52.41,0.50,1.15,58.19,40.17
5s 3s 2h,AhJc,1.000,54.20,0.42,0.93,46.04,52.60
5s 3s 2h,AhQc,1.000,55.86,0.33,0.81,52.33,46.53
5s 3s 2h,AhKc,1.000,56.92,0.24,0.99,47.01,51.76
5s 3s 2h,AhAc,1.000,81.13,1.27,1.85,33.57,63.31
5s 3s 2h,AhTd,0.755,52.41,0.50,1.15,58.19,40.16
5s 3s 2h,AhJd,1.000,54.20,0.42,0.93,46.05,52.60
5s 3s 2h,AhQd,1.000,55.86,0.33,0.81,52.33,46.53
5s 3s 2h,AhKd,1.000,56.92,0.24,0.99,47.00,51.77
5s 3s 2h,AhAd,1.000,81.13,1.27,1.85,33.56,63.32
5s 3s 2h,Ah3h,1.000,62.23,0.79,2.83,60.01,36.37
5s 3s 2h,Ah4h,1.000,88.40,3.92,6.73,80.77,8.59
5s 3s 2h,Ah5h,1.000,67.01,1.87,5.54,76.72,15.88
5s 3s 2h,Ah6h,1.000,52.69,0.58,1.53,35.40,62.49
5s 3s 2h,Ah7h,1.000,51.45,0.91,2.11,51.44,45.54
5s 3s 2h,Ah8h,1.000,51.59,0.96,2.18,35.52,61.33
5s 3s 2h,Ah9h,1.000,53.02,0.51,1.24,18.85,79.41
5s 3s 2h,AhTh,1.000,54.77,0.38,0.98,8.73,89.91
5s 3s 2h,AhJh,1.000,56.47,0.36,1.05,24.14,74.44
5s 3s 2h,AhQh,1.000,58.02,0.28,1.21,28.27,70.23
5s 3s 2h,AhKh,1.000,59.03,0.27,1.03,36.87,61.83
5s 3s 2h,AhTs,0.755,55.36,0.63,1.36,8.36,89.65
5s 3s 2h,AhJs,1.000,57.29,0.51,1.09,9.74,88.66
5s 3s 2h,AhQs,1.000,59.02,0.32,1.19,14.65,83.84
5s 3s 2h,AhKs,1.000,60.22,0.33,1.18,29.70,68.79
5s 3s 2h,2s2c,0.355,86.65,0.94,2.34,67.84,28.89
5s 3s 2h,2s2d,0.355,86.65,0.94,2.34,67.84,28.88
5s 3s 2h,4s4c,0.355,68.40,1.04,2.31,59.04,37.60
5s 3s 2h,4s4d,0.355,68.40,1.04,2.31,59.05,37.60
5s 3s 2h,4s4h,0.355,68.52,1.17,2.52,70.06,26.25
5s 3s 2h,6s6c,1.000,68.68,2.03,3.77,60.28,33.93
5s 3s 2h,6s6d,1.000,68.68,2.03,3.77,60.24,33.97
5s 3s 2h,6s6h,1.000,68.82,1.54,2.76,52.44,43.26
5s 3s 2h,7s7c,1.000,63.03,1.02,3.45,68.45,27.07
5s 3s 2h,7s7d,1.000,63.03,1.02,3.45,68.45,27.07
5s 3s 2h,7s7h,1.000,63.19,1.04,3.07,62.94,32.94
5s 3s 2h,7s6s,0.165,55.37,0.21,0.48,70.09,29.22
5s 3s 2h,8s8c,1.000,64.54,0.76,3.75,64.80,30.69
5s 3s 2h,8s8d,1.000,64.54,0.76,3.75,64.79,30.70
5s 3s 2h,8s8h,1.000,64.70,0.64,3.47,60.55,35.34
5s 3s 2h,8s7s,0.180,49.07,0.22,1.02,30.12,68.64
5s 3s 2h,9s9c,1.000,67.12,0.63,3.44,57.45,38.48
5s 3s 2h,9s9d,1.000,67.12,0.63,3.44,57.44,38.49
5s 3s 2h,9s9h,1.000,67.30,0.57,2.99,56.44,40.01
5s 3s 2h,9s7s,0.010,50.06,0.30,1.12,79.68,18.90
5s 3s 2h,9s8s,0.375,50.24,0.52,1.20,48.84,49.44
5s 3s 2h,TsTc,1.000,69.99,0.55,3.37,56.13,39.96
5s 3s 2h,TsTd,1.000,69.99,0.55,3.37,56.12,39.96
5s 3s 2h,TsTh,1.000,70.15,0.55,2.94,57.98,38.54
5s 3s 2h,Ts8s,0.440,50.86,0.70,1.49,43.70,54.11
5s 3s 2h,Ts9s,1.000,51.62,0.68,1.46,49.73,48.13
5s 3s 2h,JsJc,1.000,73.51,0.73,2.88,52.32,44.08
5s 3s 2h,JsJd,1.000,73.51,0.73,2.88,52.32,44.07
5s 3s 2h,JsJh,1.000,73.70,0.65,2.54,55.14,41.68
5s 3s 2h,Js9s,1.000,54.22,0.88,2.17,42.55,54.40
5s 3s 2h,JsTs,1.000,54.97,0.89,2.14,48.57,48.40
5s 3s 2h,QsJc,0.350,38.61,2.74,4.74,38.93,53.59
5s 3s 2h,QsQc,1.000,76.05,0.73,2.68,49.80,46.79
5s 3s 2h,QsJd,0.350,38.61,2.74,4.74,38.93,53.59
5s 3s 2h,QsQd,1.000,76.05,0.73,2.68,49.80,46.79
5s 3s 2h,QsJh,0.350,38.74,4.00,7.03,42.20,46.78
5s 3s 2h,QsQh,1.000,76.26,0.68,2.25,53.70,43.37
5s 3s 2h,Qs8s,0.035,57.07,1.46,2.68,70.65,25.21
5s 3s 2h,Qs9s,1.000,57.41,1.34,3.11,54.20,41.35
5s 3s 2h,QsTs,1.000,58.18,1.38,3.22,52.89,42.51
5s 3s 2h,QsJs,1.000,59.60,1.28,3.16,54.81,40.75
5s 3s 2h,KsTc,0.050,42.52,1.55,2.65,88.91,6.90
5s 3s 2h,KsJc,0.615,44.58,1.44,2.38,53.82,42.35
5s 3s 2h,KsQc,1.000,46.37,1.10,1.84,42.01,55.05
5s 3s 2h,KsKc,1.000,77.72,0.76,2.13,44.70,52.41
5s 3s 2h,KsTd,0.050,42.52,1.55,2.65,88.91,6.90
5s 3s 2h,KsJd,0.615,44.58,1.44,2.38,53.82,42.36
5s 3s 2h,KsQd,1.000,46.37,1.10,1.84,42.01,55.05
5s 3s 2h,KsKd,1.000,77.72,0.76,2.13,44.70,52.41
5s 3s 2h,KsTh,0.050,42.67,1.54,2.64,89.31,6.51
5s 3s 2h,KsJh,0.615,44.71,1.78,2.97,63.87,31.37
5s 3s 2h,KsQh,1.000,46.46,1.31,2.24,48.58,47.86
5s 3s 2h,KsKh,1.000,77.92,0.69,2.82,48.55,47.93
5s 3s 2h,Ks6s,0.465,65.87,3.53,7.19,80.74,8.54
5s 3s 2h,Ks7s,0.585,61.06,1.84,3.91,70.65,23.60
5s 3s 2h,Ks8s,0.790,61.02,1.89,3.18,64.41,30.52
5s 3s 2h,Ks9s,1.000,61.59,1.87,3.75,70.97,23.41
5s 3s 2h,KsTs,1.000,62.67,1.91,4.20,59.99,33.90
5s 3s 2h,KsJs,1.000,64.02,1.81,4.36,51.64,42.19
5s 3s 2h,KsQs,1.000,65.18,1.44,3.18,34.77,60.60
5s 3s 2h,AsTc,0.755,55.66,2.66,5.38,49.50,42.45
5s 3s 2h,AsJc,1.000,57.45,1.08,2.46,39.62,56.84
5s 3s 2h,AsQc,1.000,59.10,0.41,1.48,46.18,51.93
5s 3s 2h,AsKc,1.000,60.14,0.35,1.20,64.38,34.07
5s 3s 2h,AsAc,1.000,83.57,0.89,1.93,44.68,52.50
5s 3s 2h,AsTd,0.755,55.66,2.66,5.38,49.50,42.46
5s 3s 2h,AsJd,1.000,57.45,1.08,2.46,39.62,56.84
5s 3s 2h,AsQd,1.000,59.10,0.41,1.48,46.18,51.93
5s 3s 2h,AsKd,1.000,60.14,0.35,1.20,64.38,34.07
5s 3s 2h,AsAd,1.000,83.57,0.89,1.93,44.67,52.51
5s 3s 2h,AsTh,0.755,55.82,2.19,6.44,55.43,35.94
5s 3s 2h,AsJh,1.000,57.59,1.41,3.35,47.65,47.59
5s 3s 2h,AsQh,1.000,59.20,0.54,2.01,48.64,48.82
5s 3s 2h,AsKh,1.000,60.24,0.43,1.49,45.34,52.74
5s 3s 2h,AsAh,1.000,83.71,0.77,1.54,48.22,49.47
5s 3s 2h,As4s,1.000,93.79,3.14,6.36,84.54,5.96
5s 3s 2h,As6s,1.000,69.93,0.87,2.11,57.76,39.26
5s 3s 2h,As7s,1.000,69.26,1.91,3.80,64.96,29.33
5s 3s 2h,As8s,1.000,69.40,2.33,4.12,61.12,32.43
5s 3s 2h,As9s,1.000,70.41,2.31,4.45,58.91,34.32
5s 3s 2h,AsTs,1.000,71.65,1.86,3.53,63.26,31.35
5s 3s 2h,AsJs,1.000,72.84,1.46,2.62,59.41,36.52
5s 3s 2h,AsQs,1.000,73.94,1.16,2.12,56.97,39.75
5s 3s 2h,AsKs,1.000,74.65,0.93,1.05,22.63,75.39
5s 4s 2s,5c4c,0.095,68.35,1.84,2.71,82.20,13.25
5s 4s 2s,6c5c,0.205,56.14,0.58,0.88,70.22,28.33
5s 4s 2s,7c6c,0.165,35.77,0.39,0.42,39.28,59.90
5s 4s 2s,8c7c,0.180,27.26,0.44,0.54,32.94,66.08
5s 4s 2s,9c7c,0.010,18.94,0.69,0.66,38.88,59.76
5s 4s 2s,9c8c,0.375,19.08,0.64,0.80,66.62,31.94
5s 4s 2s,Tc8c,0.440,20.51,0.69,0.75,76.58,21.99
5s 4s 2s,Tc9c,1.000,20.35,0.72,0.68,84.15,14.45
5s 4s 2s,Jc9c,1.000,22.79,0.74,0.70,85.03,13.52
5s 4s 2s,JcTc,1.000,23.74,0.78,0.78,88.60,9.84
5s 4s 2s,Qc8c,0.035,26.75,0.62,0.59,46.19,52.59
5s 4s 2s,Qc9c,1.000,26.10,0.69,0.64,81.54,17.13
5s 4s 2s,QcTc,1.000,27.00,0.71,0.85,83.74,14.69
5s 4s 2s,QcJc,1.000,28.64,0.76,1.24,83.16,14.84
5s 4s 2s,QcJd,0.350,28.68,0.77,1.02,93.82,4.39
5s 4s 2s,QcJh,0.350,28.68,0.77,1.02,93.82,4.39
5s 4s 2s,QcJs,0.350,51.99,0.57,0.61,80.69,18.13
5s 4s 2s,Kc5c,0.205,51.26,0.28,0.35,97.56,1.81
5s 4s 2s,Kc6c,0.465,38.13,0.77,0.76,77.87,20.60
5s 4s 2s,Kc7c,0.585,31.26,0.83,0.81,76.85,21.51
5s 4s 2s,Kc8c,0.790,31.09,0.73,0.70,80.19,18.37
5s 4s 2s,Kc9c,1.000,30.78,0.76,0.76,82.26,16.22
5s 4s 2s,KcTc,1.000,31.97,0.78,1.42,76.33,21.47
5s 4s 2s,KcJc,1.000,33.59,0.87,1.30,86.24,11.59
5s 4s 2s,KcQc,1.000,35.00,0.80,0.98,89.17,9.05
5s 4s 2s,KcTd,0.050,31.99,0.78,1.80,72.78,24.64
5s 4s 2s,KcJd,0.615,33.59,0.87,1.31,81.74,16.08
5s 4s 2s,KcQd,1.000,35.00,0.79,1.00,85.61,12.60
5s 4s 2s,KcTh,0.050,31.99,0.78,1.80,72.78,24.63
5s 4s 2s,KcJh,0.615,33.59,0.87,1.31,81.74,16.08
5s 4s 2s,KcQh,1.000,35.00,0.79,1.00,85.61,12.60
5s 4s 2s,KcTs,0.050,52.99,0.68,0.74,92.30,6.29
5s 4s 2s,KcJs,0.615,55.79,0.58,0.66,82.56,16.20
5s 4s 2s,KcQs,1.000,58.17,0.69,0.84,80.57,17.90
5s 4s 2s,Ac3c,1.000,74.18,0.23,0.35,73.81,25.60
5s 4s 2s,Ac4c,1.000,52.04,0.42,0.47,96.85,2.25
5s 4s 2s,Ac5c,1.000,55.74,0.18,0.24,97.82,1.76
5s 4s 2s,Ac6c,1.000,42.60,0.84,1.42,61.09,36.65
5s 4s 2s,Ac7c,1.000,41.46,0.72,0.70,85.41,13.18
5s 4s 2s,Ac8c,1.000,41.48,0.61,0.58,95.30,3.52
5s 4s 2s,Ac9c,1.000,41.81,0.63,0.57,91.26,7.53
5s 4s 2s,AcTc,1.000,43.23,0.63,0.59,76.25,22.53
5s 4s 2s,AcJc,1.000,44.60,0.66,0.62,58.56,40.15
5s 4s 2s,AcQc,1.000,45.93,0.59,0.55,72.10,26.76
5s 4s 2s,AcKc,1.000,46.77,0.58,0.53,68.72,30.16
5s 4s 2s,AcTd,0.755,43.23,0.63,0.59,77.34,21.43
5s 4s 2s,AcJd,1.000,44.61,0.67,0.83,71.18,27.31
5s 4s 2s,AcQd,1.000,45.94,0.61,0.57,68.48,30.35
5s 4s 2s,AcKd,1.000,46.77,0.60,0.54,66.92,31.94
5s 4s 2s,AcTh,0.755,43.23,0.63,0.59,77.35,21.43
5s 4s 2s,AcJh,1.000,44.61,0.67,0.83,71.18,27.32
5s 4s 2s,AcQh,1.000,45.94,0.61,0.57,68.48,30.35
5s 4s 2s,AcKh,1.000,46.77,0.60,0.54,66.92,31.94
5s 4s 2s,AcTs,0.755,61.49,0.41,0.48,70.23,28.88
5s 4s 2s,AcJs,1.000,64.15,0.41,0.42,69.99,29.17
5s 4s 2s,AcQs,1.000,66.46,0.32,0.73,70.23,28.72
5s 4s 2s,AcKs,1.000,68.39,0.37,0.85,79.28,19.50
5s 4s 2s,2d2c,0.355,76.66,0.73,0.85,92.95,5.48
5s 4s 2s,3d3c,0.325,53.81,0.58,0.95,77.64,20.82
5s 4s 2s,4d4c,0.355,77.38,1.28,1.33,92.55,4.85
5s 4s 2s,5d5c,0.930,78.09,1.34,1.07,90.41,7.18
5s 4s 2s,5d4d,0.095,68.35,1.84,2.71,82.19,13.26
5s 4s 2s,6d6c,1.000,57.66,0.29,0.90,89.21,9.60
5s 4s 2s,6d5d,0.205,56.14,0.58,0.88,70.21,28.33
5s 4s 2s,7d7c,1.000,52.57,0.50,0.53,87.02,11.95
5s 4s 2s,7d6d,0.165,35.77,0.39,0.42,39.29,59.90
5s 4s 2s,8d8c,1.000,53.67,0.40,0.48,88.23,10.88
5s 4s 2s,8d7d,0.180,27.26,0.44,0.54,32.94,66.08
5s 4s 2s,9d9c,1.000,54.76,0.37,0.40,84.85,14.37
5s 4s 2s,9d7d,0.010,18.94,0.69,0.66,38.88,59.76
5s 4s 2s,9d8d,0.375,19.08,0.64,0.80,66.62,31.94
5s 4s 2s,TdTc,1.000,57.06,0.35,0.45,80.04,19.16
5s 4s 2s,Td8d,0.440,20.51,0.69,0.75,76.58,21.99
5s 4s 2s,Td9d,1.000,20.35,0.72,0.68,84.15,14.45
5s 4s 2s,JdJc,1.000,59.65,0.29,0.82,77.60,21.29
5s 4s 2s,Jd9d,1.000,22.79,0.74,0.70,85.03,13.52
5s 4s 2s,JdTd,1.000,23.74,0.78,0.78,88.60,9.84
5s 4s 2s,QdJc,0.350,28.68,0.77,1.02,93.81,4.39
5s 4s 2s,QdQc,1.000,61.66,0.35,0.64,75.01,24.00
5s 4s 2s,Qd8d,0.035,26.75,0.62,0.59,46.19,52.59
5s 4s 2s,Qd9d,1.000,26.10,0.69,0.64,81.54,17.13
5s 4s 2s,QdTd,1.000,27.00,0.71,0.85,83.74,14.69
5s 4s 2s,QdJd,1.000,28.64,0.76,1.24,83.16,14.84
5s 4s 2s,QdJh,0.350,28.68,0.77,1.02,93.82,4.39
5s 4s 2s,QdJs,0.350,51.99,0.57,0.61,80.69,18.13
5s 4s 2s,KdTc,0.050,31.99,0.78,1.80,72.79,24.63
5s 4s 2s,KdJc,0.615,33.59,0.87,1.31,81.74,16.08
5s 4s 2s,KdQc,1.000,35.00,0.79,1.00,85.61,12.60
5s 4s 2s,KdKc,1.000,62.98,0.37,0.43,67.41,31.79
5s 4s 2s,Kd5d,0.205,51.26,0.28,0.35,97.56,1.81
5s 4s 2s,Kd6d,0.465,38.13,0.77,0.76,77.87,20.59
5s 4s 2s,Kd7d,0.585,31.26,0.83,0.81,76.85,21.51
5s 4s 2s,Kd8d,0.790,31.09,0.73,0.70,80.20,18.37
5s 4s 2s,Kd9d,1.000,30.78,0.76,0.76,82.26,16.22
5s 4s 2s,KdTd,1.000,31.97,0.78,1.42,76.33,21.47
5s 4s 2s,KdJd,1.000,33.59,0.87,1.30,86.24,11.59
5s 4s 2s,KdQd,1.000,35.00,0.80,0.98,89.17,9.05
5s 4s 2s,KdTh,0.050,31.99,0.78,1.80,72.79,24.63
5s 4s 2s,KdJh,0.615,33.59,0.87,1.31,81.74,16.08
5s 4s 2s,KdQh,1.000,35.00,0.79,1.00,85.61,12.60
5s 4s 2s,KdTs,0.050,52.99,0.68,0.74,92.30,6.28
5s 4s 2s,KdJs,0.615,55.79,0.58,0.66,82.56,16.19
5s 4s 2s,KdQs,1.000,58.17,0.69,0.84,80.57,17.90
5s 4s 2s,AdTc,0.755,43.23,0.63,0.59,77.35,21.43
5s 4s 2s,AdJc,1.000,44.61,0.67,0.83,71.18,27.31
5s 4s 2s,AdQc,1.000,45.94,0.61,0.57,68.48,30.35
5s 4s 2s,AdKc,1.000,46.77,0.60,0.54,66.92,31.94
5s 4s 2s,AdAc,1.000,67.96,0.23,0.88,70.52,28.38
5s 4s 2s,Ad3d,1.000,74.18,0.23,0.35,73.81,25.61
5s 4s 2s,Ad4d,1.000,52.04,0.42,0.47,96.85,2.25
5s 4s 2s,Ad5d,1.000,55.74,0.18,0.24,97.82,1.76
5s 4s 2s,Ad6d,1.000,42.60,0.84,1.42,61.09,36.65
5s 4s 2s,Ad7d,1.000,41.46,0.72,0.70,85.41,13.18
5s 4s 2s,Ad8d,1.000,41.48,0.61,0.58,95.30,3.52
5s 4s 2s,Ad9d,1.000,41.81,0.63,0.57,91.26,7.53
5s 4s 2s,AdTd,1.000,43.23,0.63,0.59,76.26,22.52
5s 4s 2s,AdJd,1.000,44.60,0.66,0.62,58.56,40.15
5s 4s 2s,AdQd,1.000,45.93,0.59,0.55,72.10,26.76
5s 4s 2s,AdKd,1.000,46.77,0.58,0.53,68.72,30.16
5s 4s 2s,AdTh,0.755,43.23,0.63,0.59,77.35,21.43
5s 4s 2s,AdJh,1.000,44.61,0.67,0.83,71.18,27.31
5s 4s 2s,AdQh,1.000,45.94,0.61,0.57,68.48,30.35
5s 4s 2s,AdKh,1.000,46.77,0.60,0.54,66.92,31.94
5s 4s 2s,AdTs,0.755,61.49,0.41,0.48,70.23,28.88
5s 4s 2s,AdJs,1.000,64.15,0.41,0.42,69.99,29.18
5s 4s 2s,AdQs,1.000,66.46,0.32,0.73,70.23,28.71
5s 4s 2s,AdKs,1.000,68.39,0.37,0.85,79.29,19.49
5s 4s 2s,2h2c,0.355,76.66,0.73,0.85,92.95,5.48
5s 4s 2s,2h2d,0.355,76.66,0.73,0.85,92.95,5.48
5s 4s 2s,3h3c,0.325,53.81,0.58,0.95,77.64,20.82
5s 4s 2s,3h3d,0.325,53.81,0.58,0.95,77.65,20.82
5s 4s 2s,4h4c,0.355,77.38,1.28,1.33,92.55,4.85
5s 4s 2s,4h4d,0.355,77.38,1.28,1.33,92.55,4.85
5s 4s 2s,5h5c,0.930,78.09,1.34,1.07,90.41,7.18
5s 4s 2s,5h5d,0.930,78.09,1.34,1.07,90.41,7.18
5s 4s 2s,5h4h,0.095,68.35,1.84,2.71,82.19,13.25
5s 4s 2s,6h6c,1.000,57.66,0.29,0.90,89.21,9.60
5s 4s 2s,6h6d,1.000,57.66,0.29,0.90,89.21,9.60
5s 4s 2s,6h5h,0.205,56.14,0.58,0.88,70.21,28.33
5s 4s 2s,7h7c,1.000,52.57,0.50,0.53,87.02,11.95
5s 4s 2s,7h7d,1.000,52.57,0.50,0.53,87.02,11.95
5s 4s 2s,7h6h,0.165,35.77,0.39,0.42,39.28,59.90
5s 4s 2s,8h8c,1.000,53.67,0.40,0.48,88.23,10.88
5s 4s 2s,8h8d,1.000,53.67,0.40,0.48,88.23,10.88
