Flop,Hand,Weight OOP,OOP Equity
5s 3s 2h,9c6c,1.000,29.66
5s 3s 2h,9c7c,1.000,17.82
5s 3s 2h,9c8c,0.775,17.48
5s 3s 2h,9c7d,0.155,17.82
5s 3s 2h,9c8d,0.515,17.43
5s 3s 2h,9c7h,0.155,17.92
5s 3s 2h,9c8h,0.515,17.53
5s 3s 2h,9c7s,0.155,20.78
5s 3s 2h,9c8s,0.515,20.48
5s 3s 2h,Tc3c,0.265,50.34
5s 3s 2h,Tc4c,0.415,36.57
5s 3s 2h,Tc5c,0.530,51.97
5s 3s 2h,Tc6c,1.000,28.50
5s 3s 2h,Tc7c,1.000,16.76
5s 3s 2h,Tc8c,1.000,16.48
5s 3s 2h,Tc9c,0.620,17.13
5s 3s 2h,Tc8d,0.230,16.41
5s 3s 2h,Tc9d,0.845,16.97
5s 3s 2h,Tc8h,0.230,16.52
5s 3s 2h,Tc9h,0.845,17.09
5s 3s 2h,Tc8s,0.230,19.55
5s 3s 2h,Tc9s,0.845,20.25
5s 3s 2h,Jc2c,0.470,49.61
5s 3s 2h,Jc3c,0.700,50.46
5s 3s 2h,Jc4c,1.000,37.25
5s 3s 2h,Jc5c,1.000,52.14
5s 3s 2h,Jc6c,1.000,29.48
5s 3s 2h,Jc7c,1.000,17.96
5s 3s 2h,Jc8c,0.980,17.44
5s 3s 2h,Jc9c,0.950,18.02
5s 3s 2h,JcTc,0.655,18.91
5s 3s 2h,Jc9d,0.190,17.86
5s 3s 2h,JcTd,1.000,18.76
5s 3s 2h,Jc9h,0.190,17.99
5s 3s 2h,JcTh,1.000,18.89
5s 3s 2h,Jc9s,0.190,21.23
5s 3s 2h,JcTs,1.000,22.22
5s 3s 2h,Qc2c,1.000,49.71
5s 3s 2h,Qc3c,1.000,50.52
5s 3s 2h,Qc4c,1.000,38.55
5s 3s 2h,Qc5c,1.000,52.23
5s 3s 2h,Qc6c,0.925,31.20
5s 3s 2h,Qc7c,1.000,20.01
5s 3s 2h,Qc8c,0.880,19.52
5s 3s 2h,Qc9c,0.875,20.15
5s 3s 2h,QcTc,0.655,21.08
5s 3s 2h,QcJc,0.350,22.50
5s 3s 2h,QcTd,1.000,20.94
5s 3s 2h,QcJd,1.000,22.41
5s 3s 2h,QcTh,1.000,21.09
5s 3s 2h,QcJh,1.000,22.56
5s 3s 2h,QcTs,1.000,24.45
5s 3s 2h,QcJs,1.000,25.99
5s 3s 2h,Kc2c,1.000,49.89
5s 3s 2h,Kc3c,0.900,50.60
5s 3s 2h,Kc4c,0.690,40.87
5s 3s 2h,Kc5c,0.880,52.42
5s 3s 2h,Kc6c,0.935,34.60
5s 3s 2h,Kc7c,0.860,24.54
5s 3s 2h,Kc8c,1.000,24.67
5s 3s 2h,Kc9c,0.990,25.61
5s 3s 2h,KcTc,0.600,26.70
5s 3s 2h,KcJc,0.900,28.80
5s 3s 2h,KcQc,0.830,32.60
5s 3s 2h,Kc9d,0.320,25.48
5s 3s 2h,KcTd,1.000,26.59
5s 3s 2h,KcJd,0.830,28.76
5s 3s 2h,KcQd,0.760,32.60
5s 3s 2h,Kc9h,0.320,25.65
5s 3s 2h,KcTh,1.000,26.76
5s 3s 2h,KcJh,0.830,28.93
5s 3s 2h,KcQh,0.760,32.77
5s 3s 2h,Kc9s,0.320,28.87
5s 3s 2h,KcTs,1.000,30.06
5s 3s 2h,KcJs,0.830,32.29
5s 3s 2h,KcQs,0.760,36.26
5s 3s 2h,Ac2c,0.680,56.99
5s 3s 2h,Ac3c,0.755,57.71
5s 3s 2h,Ac4c,0.835,88.55
5s 3s 2h,Ac5c,0.810,59.78
5s 3s 2h,Ac6c,1.000,43.21
5s 3s 2h,Ac7c,0.970,41.67
5s 3s 2h,Ac8c,0.940,41.96
5s 3s 2h,Ac9c,0.925,42.96
5s 3s 2h,AcTc,0.825,45.04
5s 3s 2h,AcJc,0.745,48.58
5s 3s 2h,AcQc,0.475,52.55
5s 3s 2h,Ac5d,0.430,59.83
5s 3s 2h,Ac8d,0.465,41.92
5s 3s 2h,Ac9d,0.980,42.92
5s 3s 2h,AcTd,0.860,45.03
5s 3s 2h,AcJd,0.995,48.58
5s 3s 2h,AcQd,1.000,52.55
5s 3s 2h,AcKd,0.425,56.59
5s 3s 2h,Ac5h,0.430,59.93
5s 3s 2h,Ac8h,0.465,42.06
5s 3s 2h,Ac9h,0.980,43.12
5s 3s 2h,AcTh,0.860,45.23
5s 3s 2h,AcJh,0.995,48.78
5s 3s 2h,AcQh,1.000,52.74
5s 3s 2h,AcKh,0.425,56.83
5s 3s 2h,Ac8s,0.465,44.52
5s 3s 2h,Ac9s,0.980,45.99
5s 3s 2h,AcTs,0.860,48.16
5s 3s 2h,AcJs,0.995,51.74
5s 3s 2h,AcQs,1.000,55.84
5s 3s 2h,AcKs,0.425,60.32
5s 3s 2h,2d2c,1.000,85.09
5s 3s 2h,3d3c,1.000,85.54
5s 3s 2h,3d2d,1.000,76.63
5s 3s 2h,4d4c,1.000,63.86
5s 3s 2h,4d2d,1.000,62.93
5s 3s 2h,4d3d,1.000,63.73
5s 3s 2h,5d4c,0.290,64.92
5s 3s 2h,5d5c,1.000,86.75
5s 3s 2h,5d2d,1.000,77.29
5s 3s 2h,5d3d,1.000,77.30
5s 3s 2h,5d4d,0.700,64.92
5s 3s 2h,5d4h,0.290,64.97
5s 3s 2h,5d4s,0.290,66.25
5s 3s 2h,6d5c,0.495,61.48
5s 3s 2h,6d6c,1.000,59.50
5s 3s 2h,6d3d,1.000,59.87
5s 3s 2h,6d4d,1.000,92.27
5s 3s 2h,6d5d,0.475,61.47
5s 3s 2h,6d5h,0.495,61.56
5s 3s 2h,7d6c,0.500,30.11
5s 3s 2h,7d7c,1.000,51.94
5s 3s 2h,7d3d,0.095,50.87
5s 3s 2h,7d4d,1.000,36.77
5s 3s 2h,7d5d,1.000,52.40
5s 3s 2h,7d6d,0.580,30.13
5s 3s 2h,7d6h,0.500,30.22
5s 3s 2h,7d6s,0.500,32.66
5s 3s 2h,8d6c,0.115,29.57
5s 3s 2h,8d7c,0.605,17.77
5s 3s 2h,8d8c,1.000,53.58
5s 3s 2h,8d4d,0.605,36.35
5s 3s 2h,8d5d,1.000,51.70
5s 3s 2h,8d6d,1.000,29.57
5s 3s 2h,8d7d,0.550,17.79
5s 3s 2h,8d6h,0.115,29.66
5s 3s 2h,8d7h,0.605,17.87
5s 3s 2h,8d6s,0.115,32.07
5s 3s 2h,8d7s,0.605,20.73
5s 3s 2h,9d7c,0.155,17.82
5s 3s 2h,9d8c,0.515,17.43
5s 3s 2h,9d9c,1.000,56.07
5s 3s 2h,9d2d,0.280,49.35
5s 3s 2h,9d3d,0.265,50.19
5s 3s 2h,9d5d,1.000,51.78
5s 3s 2h,9d6d,1.000,29.66
5s 3s 2h,9d7d,1.000,17.82
5s 3s 2h,9d8d,0.775,17.48
5s 3s 2h,9d7h,0.155,17.92
5s 3s 2h,9d8h,0.515,17.53
5s 3s 2h,9d7s,0.155,20.78
5s 3s 2h,9d8s,0.515,20.48
5s 3s 2h,Td8c,0.230,16.41
5s 3s 2h,Td9c,0.845,16.97
5s 3s 2h,TdTc,0.965,59.41
5s 3s 2h,Td3d,0.265,50.34
5s 3s 2h,Td4d,0.415,36.57
5s 3s 2h,Td5d,0.530,51.97
5s 3s 2h,Td6d,1.000,28.50
5s 3s 2h,Td7d,1.000,16.76
5s 3s 2h,Td8d,1.000,16.48
5s 3s 2h,Td9d,0.620,17.13
5s 3s 2h,Td8h,0.230,16.52
5s 3s 2h,Td9h,0.845,17.09
5s 3s 2h,Td8s,0.230,19.55
5s 3s 2h,Td9s,0.845,20.25
5s 3s 2h,Jd9c,0.190,17.86
5s 3s 2h,JdTc,1.000,18.76
5s 3s 2h,JdJc,0.870,63.33
5s 3s 2h,Jd2d,0.470,49.61
5s 3s 2h,Jd3d,0.700,50.46
5s 3s 2h,Jd4d,1.000,37.25
5s 3s 2h,Jd5d,1.000,52.14
5s 3s 2h,Jd6d,1.000,29.48
5s 3s 2h,Jd7d,1.000,17.96
5s 3s 2h,Jd8d,0.980,17.44
5s 3s 2h,Jd9d,0.950,18.02
5s 3s 2h,JdTd,0.655,18.91
5s 3s 2h,Jd9h,0.190,17.99
5s 3s 2h,JdTh,1.000,18.89
5s 3s 2h,Jd9s,0.190,21.23
5s 3s 2h,JdTs,1.000,22.22
5s 3s 2h,QdTc,1.000,20.94
5s 3s 2h,QdJc,1.000,22.41
5s 3s 2h,QdQc,0.345,67.82
5s 3s 2h,Qd2d,1.000,49.71
5s 3s 2h,Qd3d,1.000,50.52
5s 3s 2h,Qd4d,1.000,38.55
5s 3s 2h,Qd5d,1.000,52.23
5s 3s 2h,Qd6d,0.925,31.20
5s 3s 2h,Qd7d,1.000,20.01
5s 3s 2h,Qd8d,0.880,19.52
5s 3s 2h,Qd9d,0.875,20.15
5s 3s 2h,QdTd,0.655,21.08
5s 3s 2h,QdJd,0.350,22.50
5s 3s 2h,QdTh,1.000,21.09
5s 3s 2h,QdJh,1.000,22.56
5s 3s 2h,QdTs,1.000,24.45
5s 3s 2h,QdJs,1.000,25.99
5s 3s 2h,Kd9c,0.320,25.48
5s 3s 2h,KdTc,1.000,26.59
5s 3s 2h,KdJc,0.830,28.76
5s 3s 2h,KdQc,0.760,32.60
5s 3s 2h,Kd2d,1.000,49.89
5s 3s 2h,Kd3d,0.900,50.60
5s 3s 2h,Kd4d,0.690,40.87
5s 3s 2h,Kd5d,0.880,52.42
5s 3s 2h,Kd6d,0.935,34.60
5s 3s 2h,Kd7d,0.860,24.54
5s 3s 2h,Kd8d,1.000,24.67
5s 3s 2h,Kd9d,0.990,25.61
5s 3s 2h,KdTd,0.600,26.70
5s 3s 2h,KdJd,0.900,28.80
5s 3s 2h,KdQd,0.830,32.60
5s 3s 2h,Kd9h,0.320,25.65
5s 3s 2h,KdTh,1.000,26.76
5s 3s 2h,KdJh,0.830,28.93
5s 3s 2h,KdQh,0.760,32.77
5s 3s 2h,Kd9s,0.320,28.87
5s 3s 2h,KdTs,1.000,30.06
5s 3s 2h,KdJs,0.830,32.29
5s 3s 2h,KdQs,0.760,36.26
5s 3s 2h,Ad5c,0.430,59.83
5s 3s 2h,Ad8c,0.465,41.92
5s 3s 2h,Ad9c,0.980,42.92
5s 3s 2h,AdTc,0.860,45.03
5s 3s 2h,AdJc,0.995,48.58
5s 3s 2h,AdQc,1.000,52.55
5s 3s 2h,AdKc,0.425,56.59
5s 3s 2h,Ad2d,0.680,56.99
5s 3s 2h,Ad3d,0.755,57.71
5s 3s 2h,Ad4d,0.835,88.55
5s 3s 2h,Ad5d,0.810,59.78
5s 3s 2h,Ad6d,1.000,43.21
5s 3s 2h,Ad7d,0.970,41.67
5s 3s 2h,Ad8d,0.940,41.96
5s 3s 2h,Ad9d,0.925,42.96
5s 3s 2h,AdTd,0.825,45.04
5s 3s 2h,AdJd,0.745,48.58
5s 3s 2h,AdQd,0.475,52.55
5s 3s 2h,Ad5h,0.430,59.93
5s 3s 2h,Ad8h,0.465,42.06
5s 3s 2h,Ad9h,0.980,43.12
5s 3s 2h,AdTh,0.860,45.23
5s 3s 2h,AdJh,0.995,48.78
5s 3s 2h,AdQh,1.000,52.74
5s 3s 2h,AdKh,0.425,56.83
5s 3s 2h,Ad8s,0.465,44.52
5s 3s 2h,Ad9s,0.980,45.99
5s 3s 2h,AdTs,0.860,48.16
5s 3s 2h,AdJs,0.995,51.74
5s 3s 2h,AdQs,1.000,55.84
5s 3s 2h,AdKs,0.425,60.32
5s 3s 2h,3h3c,1.000,85.56
5s 3s 2h,3h3d,1.000,85.56
5s 3s 2h,4h4c,1.000,63.90
5s 3s 2h,4h4d,1.000,63.90
5s 3s 2h,4h3h,1.000,65.16
5s 3s 2h,5h4c,0.290,65.00
5s 3s 2h,5h5c,1.000,86.77
5s 3s 2h,5h4d,0.290,65.00
5s 3s 2h,5h5d,1.000,86.77
5s 3s 2h,5h3h,1.000,78.01
5s 3s 2h,5h4h,0.700,66.31
5s 3s 2h,5h4s,0.290,66.33
5s 3s 2h,6h5c,0.495,61.58
5s 3s 2h,6h6c,1.000,59.60
5s 3s 2h,6h5d,0.495,61.58
5s 3s 2h,6h6d,1.000,59.60
5s 3s 2h,6h3h,1.000,61.82
5s 3s 2h,6h4h,1.000,92.50
5s 3s 2h,6h5h,0.475,63.36
5s 3s 2h,7h6c,0.500,30.22
5s 3s 2h,7h7c,1.000,52.04
5s 3s 2h,7h6d,0.500,30.22
5s 3s 2h,7h7d,1.000,52.04
5s 3s 2h,7h3h,0.095,53.30
5s 3s 2h,7h4h,1.000,39.30
5s 3s 2h,7h5h,1.000,54.78
5s 3s 2h,7h6h,0.580,33.24
5s 3s 2h,7h6s,0.500,32.76
5s 3s 2h,8h6c,0.115,29.68
5s 3s 2h,8h7c,0.605,17.87
5s 3s 2h,8h8c,1.000,53.70
5s 3s 2h,8h6d,0.115,29.68
5s 3s 2h,8h7d,0.605,17.87
5s 3s 2h,8h8d,1.000,53.70
5s 3s 2h,8h4h,0.605,38.89
5s 3s 2h,8h5h,1.000,54.14
5s 3s 2h,8h6h,1.000,32.70
5s 3s 2h,8h7h,0.550,21.56
5s 3s 2h,8h6s,0.115,32.17
5s 3s 2h,8h7s,0.605,20.83
5s 3s 2h,9h7c,0.155,17.92
5s 3s 2h,9h8c,0.515,17.53
5s 3s 2h,9h9c,1.000,56.24
5s 3s 2h,9h7d,0.155,17.92
5s 3s 2h,9h8d,0.515,17.53
5s 3s 2h,9h9d,1.000,56.24
5s 3s 2h,9h3h,0.265,52.72
5s 3s 2h,9h5h,1.000,54.25
5s 3s 2h,9h6h,1.000,32.83
5s 3s 2h,9h7h,1.000,21.62
5s 3s 2h,9h8h,0.775,21.33
5s 3s 2h,9h7s,0.155,20.89
5s 3s 2h,9h8s,0.515,20.58
5s 3s 2h,Th8c,0.230,16.51
5s 3s 2h,Th9c,0.845,17.09
5s 3s 2h,ThTc,0.965,59.58
5s 3s 2h,Th8d,0.230,16.51
5s 3s 2h,Th9d,0.845,17.09
5s 3s 2h,ThTd,0.965,59.58
5s 3s 2h,Th3h,0.265,52.86
5s 3s 2h,Th4h,0.415,39.15
5s 3s 2h,Th5h,0.530,54.44
5s 3s 2h,Th6h,1.000,31.76
5s 3s 2h,Th7h,1.000,20.65
5s 3s 2h,Th8h,1.000,20.40
5s 3s 2h,Th9h,0.620,21.06
5s 3s 2h,Th8s,0.230,19.65
5s 3s 2h,Th9s,0.845,20.37
5s 3s 2h,Jh9c,0.190,17.97
5s 3s 2h,JhTc,1.000,18.89
5s 3s 2h,JhJc,0.870,63.50
5s 3s 2h,Jh9d,0.190,17.97
5s 3s 2h,JhTd,1.000,18.89
5s 3s 2h,JhJd,0.870,63.50
5s 3s 2h,Jh3h,0.700,52.98
5s 3s 2h,Jh4h,1.000,39.82
5s 3s 2h,Jh5h,1.000,54.61
5s 3s 2h,Jh6h,1.000,32.71
5s 3s 2h,Jh7h,1.000,21.82
5s 3s 2h,Jh8h,0.980,21.34
5s 3s 2h,Jh9h,0.950,21.92
5s 3s 2h,JhTh,0.655,22.79
5s 3s 2h,Jh9s,0.190,21.34
5s 3s 2h,JhTs,1.000,22.35
5s 3s 2h,QhTc,1.000,21.07
5s 3s 2h,QhJc,1.000,22.56
5s 3s 2h,QhQc,0.345,68.00
5s 3s 2h,QhTd,1.000,21.07
5s 3s 2h,QhJd,1.000,22.56
5s 3s 2h,QhQd,0.345,68.00
5s 3s 2h,Qh3h,1.000,53.06
5s 3s 2h,Qh4h,1.000,41.10
5s 3s 2h,Qh5h,1.000,54.72
5s 3s 2h,Qh6h,0.925,34.40
5s 3s 2h,Qh7h,1.000,23.82
5s 3s 2h,Qh8h,0.880,23.38
5s 3s 2h,Qh9h,0.875,23.99
5s 3s 2h,QhTh,0.655,24.90
5s 3s 2h,QhJh,0.350,26.26
5s 3s 2h,QhTs,1.000,24.58
5s 3s 2h,QhJs,1.000,26.14
5s 3s 2h,Kh9c,0.320,25.63
5s 3s 2h,KhTc,1.000,26.75
5s 3s 2h,KhJc,0.830,28.94
5s 3s 2h,KhQc,0.760,32.80
5s 3s 2h,Kh9d,0.320,25.63
5s 3s 2h,KhTd,1.000,26.75
5s 3s 2h,KhJd,0.830,28.94
5s 3s 2h,KhQd,0.760,32.80
5s 3s 2h,Kh3h,0.900,53.21
5s 3s 2h,Kh4h,0.690,43.39
5s 3s 2h,Kh5h,0.880,54.98
5s 3s 2h,Kh6h,0.935,37.72
5s 3s 2h,Kh7h,0.860,28.20
5s 3s 2h,Kh8h,1.000,28.36
5s 3s 2h,Kh9h,0.990,29.28
5s 3s 2h,KhTh,0.600,30.34
5s 3s 2h,KhJh,0.900,32.36
5s 3s 2h,KhQh,0.830,36.01
5s 3s 2h,Kh9s,0.320,29.01
5s 3s 2h,KhTs,1.000,30.22
5s 3s 2h,KhJs,0.830,32.46
5s 3s 2h,KhQs,0.760,36.45
5s 3s 2h,Ah5c,0.430,60.07
5s 3s 2h,Ah8c,0.465,42.07
5s 3s 2h,Ah9c,0.980,43.09
5s 3s 2h,AhTc,0.860,45.22
5s 3s 2h,AhJc,0.995,48.79
5s 3s 2h,AhQc,1.000,52.77
5s 3s 2h,AhKc,0.425,56.83
5s 3s 2h,Ah5d,0.430,60.07
5s 3s 2h,Ah8d,0.465,42.07
5s 3s 2h,Ah9d,0.980,43.09
5s 3s 2h,AhTd,0.860,45.22
5s 3s 2h,AhJd,0.995,48.79
5s 3s 2h,AhQd,1.000,52.77
5s 3s 2h,AhKd,0.425,56.83
5s 3s 2h,Ah3h,0.755,60.07
5s 3s 2h,Ah4h,0.835,89.10
5s 3s 2h,Ah5h,0.810,62.07
5s 3s 2h,Ah6h,1.000,46.05
5s 3s 2h,Ah7h,0.970,44.62
5s 3s 2h,Ah8h,0.940,44.93
5s 3s 2h,Ah9h,0.925,45.92
5s 3s 2h,AhTh,0.825,47.93
5s 3s 2h,AhJh,0.745,51.33
5s 3s 2h,AhQh,0.475,55.13
5s 3s 2h,Ah8s,0.465,44.67
5s 3s 2h,Ah9s,0.980,46.16
5s 3s 2h,AhTs,0.860,48.35
5s 3s 2h,AhJs,0.995,51.94
5s 3s 2h,AhQs,1.000,56.06
5s 3s 2h,AhKs,0.425,60.56
5s 3s 2h,2s2c,1.000,85.69
5s 3s 2h,2s2d,1.000,85.69
5s 3s 2h,4s4c,1.000,65.16
5s 3s 2h,4s4d,1.000,65.16
5s 3s 2h,4s4h,1.000,65.20
5s 3s 2h,4s2s,1.000,75.10
5s 3s 2h,6s5c,0.495,63.55
5s 3s 2h,6s6c,1.000,61.50
5s 3s 2h,6s5d,0.495,63.55
5s 3s 2h,6s6d,1.000,61.50
5s 3s 2h,6s5h,0.495,63.63
5s 3s 2h,6s6h,1.000,61.60
5s 3s 2h,6s4s,1.000,95.20
5s 3s 2h,7s6c,0.500,32.69
5s 3s 2h,7s7c,1.000,54.26
5s 3s 2h,7s6d,0.500,32.69
5s 3s 2h,7s7d,1.000,54.26
5s 3s 2h,7s6h,0.500,32.79
5s 3s 2h,7s7h,1.000,54.37
5s 3s 2h,7s4s,1.000,57.15
5s 3s 2h,7s6s,0.580,53.94
5s 3s 2h,8s6c,0.115,32.25
5s 3s 2h,8s7c,0.605,20.75
5s 3s 2h,8s8c,1.000,56.02
5s 3s 2h,8s6d,0.115,32.25
5s 3s 2h,8s7d,0.605,20.75
5s 3s 2h,8s8d,1.000,56.02
5s 3s 2h,8s6h,0.115,32.35
5s 3s 2h,8s7h,0.605,20.85
5s 3s 2h,8s8h,1.000,56.14
5s 3s 2h,8s4s,0.605,56.49
5s 3s 2h,8s6s,1.000,53.20
5s 3s 2h,8s7s,0.550,45.84
5s 3s 2h,9s7c,0.155,20.94
5s 3s 2h,9s8c,0.515,20.58
5s 3s 2h,9s9c,1.000,58.87
5s 3s 2h,9s7d,0.155,20.94
5s 3s 2h,9s8d,0.515,20.58
5s 3s 2h,9s9d,1.000,58.87
5s 3s 2h,9s7h,0.155,21.04
5s 3s 2h,9s8h,0.515,20.68
5s 3s 2h,9s9h,1.000,59.03
5s 3s 2h,9s2s,0.280,67.63
5s 3s 2h,9s6s,1.000,53.67
5s 3s 2h,9s7s,1.000,46.27
5s 3s 2h,9s8s,0.775,46.19
5s 3s 2h,Ts8c,0.230,19.70
5s 3s 2h,Ts9c,0.845,20.33
5s 3s 2h,TsTc,0.965,62.23
5s 3s 2h,Ts8d,0.230,19.70
5s 3s 2h,Ts9d,0.845,20.33
5s 3s 2h,TsTd,0.965,62.23
5s 3s 2h,Ts8h,0.230,19.81
5s 3s 2h,Ts9h,0.845,20.44
5s 3s 2h,TsTh,0.965,62.40
5s 3s 2h,Ts4s,0.415,57.17
5s 3s 2h,Ts6s,1.000,53.10
5s 3s 2h,Ts7s,1.000,45.77
5s 3s 2h,Ts8s,1.000,45.68
5s 3s 2h,Ts9s,0.620,46.43
5s 3s 2h,Js9c,0.190,21.29
5s 3s 2h,JsTc,1.000,22.28
5s 3s 2h,JsJc,0.870,66.15
5s 3s 2h,Js9d,0.190,21.29
5s 3s 2h,JsTd,1.000,22.28
5s 3s 2h,JsJd,0.870,66.15
5s 3s 2h,Js9h,0.190,21.42
5s 3s 2h,JsTh,1.000,22.41
5s 3s 2h,JsJh,0.870,66.32
5s 3s 2h,Js2s,0.470,68.09
5s 3s 2h,Js4s,1.000,57.87
5s 3s 2h,Js6s,1.000,54.00
5s 3s 2h,Js7s,1.000,46.82
5s 3s 2h,Js8s,0.980,46.58
5s 3s 2h,Js9s,0.950,47.16
5s 3s 2h,JsTs,0.655,47.79
5s 3s 2h,QsTc,1.000,24.62
5s 3s 2h,QsJc,1.000,26.18
5s 3s 2h,QsQc,0.345,70.72
5s 3s 2h,QsTd,1.000,24.62
5s 3s 2h,QsJd,1.000,26.18
5s 3s 2h,QsQd,0.345,70.72
5s 3s 2h,QsTh,1.000,24.78
5s 3s 2h,QsJh,1.000,26.33
5s 3s 2h,QsQh,0.345,70.90
5s 3s 2h,Qs2s,1.000,68.57
5s 3s 2h,Qs4s,1.000,59.20
5s 3s 2h,Qs6s,0.925,55.62
5s 3s 2h,Qs7s,1.000,48.67
5s 3s 2h,Qs8s,0.880,48.46
5s 3s 2h,Qs9s,0.875,48.96
5s 3s 2h,QsTs,0.655,49.62
5s 3s 2h,QsJs,0.350,50.58
5s 3s 2h,Ks9c,0.320,29.43
5s 3s 2h,KsTc,1.000,30.63
5s 3s 2h,KsJc,0.830,32.86
5s 3s 2h,KsQc,0.760,36.74
5s 3s 2h,Ks9d,0.320,29.43
5s 3s 2h,KsTd,1.000,30.63
5s 3s 2h,KsJd,0.830,32.86
5s 3s 2h,KsQd,0.760,36.74
5s 3s 2h,Ks9h,0.320,29.60
5s 3s 2h,KsTh,1.000,30.80
5s 3s 2h,KsJh,0.830,33.03
5s 3s 2h,KsQh,0.760,36.91
5s 3s 2h,Ks2s,1.000,69.51
5s 3s 2h,Ks4s,0.690,61.59
5s 3s 2h,Ks6s,0.935,58.68
5s 3s 2h,Ks7s,0.860,52.47
5s 3s 2h,Ks8s,1.000,52.68
5s 3s 2h,Ks9s,0.990,53.42
5s 3s 2h,KsTs,0.600,54.20
5s 3s 2h,KsJs,0.900,55.63
5s 3s 2h,KsQs,0.830,58.20
5s 3s 2h,As5c,0.430,64.05
5s 3s 2h,As8c,0.465,45.64
5s 3s 2h,As9c,0.980,46.71
5s 3s 2h,AsTc,0.860,48.85
5s 3s 2h,AsJc,0.995,52.39
5s 3s 2h,AsQc,1.000,56.34
5s 3s 2h,AsKc,0.425,60.38
5s 3s 2h,As5d,0.430,64.05
5s 3s 2h,As8d,0.465,45.64
5s 3s 2h,As9d,0.980,46.71
5s 3s 2h,AsTd,0.860,48.85
5s 3s 2h,AsJd,0.995,52.39
5s 3s 2h,AsQd,1.000,56.34
5s 3s 2h,AsKd,0.425,60.38
5s 3s 2h,As5h,0.430,64.15
5s 3s 2h,As8h,0.465,45.78
5s 3s 2h,As9h,0.980,46.90
5s 3s 2h,AsTh,0.860,49.05
5s 3s 2h,AsJh,0.995,52.58
5s 3s 2h,AsQh,1.000,56.53
5s 3s 2h,AsKh,0.425,60.61
5s 3s 2h,As2s,0.680,75.09
5s 3s 2h,As4s,0.835,94.70
5s 3s 2h,As6s,1.000,65.48
5s 3s 2h,As7s,0.970,64.64
5s 3s 2h,As8s,0.940,64.97
5s 3s 2h,As9s,0.925,65.78
5s 3s 2h,AsTs,0.825,67.23
5s 3s 2h,AsJs,0.745,69.59
5s 3s 2h,AsQs,0.475,72.24
5s 4s 2s,3c2c,1.000,52.80
5s 4s 2s,4c2c,1.000,65.24
5s 4s 2s,4c3c,1.000,53.56
5s 4s 2s,5c2c,1.000,65.67
5s 4s 2s,5c3c,1.000,54.35
5s 4s 2s,5c4c,0.700,65.90
5s 4s 2s,5c4d,0.290,65.91
5s 4s 2s,5c4h,0.290,65.91
5s 4s 2s,6c3c,1.000,76.11
5s 4s 2s,6c4c,1.000,51.12
5s 4s 2s,6c5c,0.475,51.99
5s 4s 2s,6c5d,0.495,51.99
5s 4s 2s,6c5h,0.495,51.99
5s 4s 2s,7c3c,0.095,30.71
5s 4s 2s,7c4c,1.000,43.76
5s 4s 2s,7c5c,1.000,44.69
5s 4s 2s,7c6c,0.580,34.47
5s 4s 2s,7c6d,0.500,34.46
5s 4s 2s,7c6h,0.500,34.46
5s 4s 2s,7c6s,0.500,49.50
5s 4s 2s,8c4c,0.605,43.13
5s 4s 2s,8c5c,1.000,44.07
5s 4s 2s,8c6c,1.000,34.00
5s 4s 2s,8c7c,0.550,24.47
5s 4s 2s,8c6d,0.115,34.00
5s 4s 2s,8c7d,0.605,24.44
5s 4s 2s,8c6h,0.115,34.00
5s 4s 2s,8c7h,0.605,24.44
5s 4s 2s,8c6s,0.115,49.05
5s 4s 2s,8c7s,0.605,41.12
5s 4s 2s,9c2c,0.280,41.64
5s 4s 2s,9c3c,0.265,30.21
5s 4s 2s,9c5c,1.000,43.56
5s 4s 2s,9c6c,1.000,24.92
5s 4s 2s,9c7c,1.000,15.33
5s 4s 2s,9c8c,0.775,15.02
5s 4s 2s,9c7d,0.155,15.32
5s 4s 2s,9c8d,0.515,14.96
5s 4s 2s,9c7h,0.155,15.32
5s 4s 2s,9c8h,0.515,14.96
5s 4s 2s,9c7s,0.155,34.38
5s 4s 2s,9c8s,0.515,34.79
5s 4s 2s,Tc3c,0.265,30.35
5s 4s 2s,Tc4c,0.415,42.65
5s 4s 2s,Tc5c,0.530,43.68
5s 4s 2s,Tc6c,1.000,25.10
5s 4s 2s,Tc7c,1.000,15.60
5s 4s 2s,Tc8c,1.000,15.30
5s 4s 2s,Tc9c,0.620,14.74
5s 4s 2s,Tc8d,0.230,15.23
5s 4s 2s,Tc9d,0.845,14.57
5s 4s 2s,Tc8h,0.230,15.23
5s 4s 2s,Tc9h,0.845,14.57
5s 4s 2s,Tc8s,0.230,35.05
5s 4s 2s,Tc9s,0.845,35.55
5s 4s 2s,Jc2c,0.470,41.77
5s 4s 2s,Jc3c,0.700,30.89
5s 4s 2s,Jc4c,1.000,42.71
5s 4s 2s,Jc5c,1.000,43.78
5s 4s 2s,Jc6c,1.000,25.87
5s 4s 2s,Jc7c,1.000,16.55
5s 4s 2s,Jc8c,0.980,16.04
5s 4s 2s,Jc9c,0.950,15.41
5s 4s 2s,JcTc,0.655,16.07
5s 4s 2s,Jc9d,0.190,15.24
5s 4s 2s,JcTd,1.000,15.90
5s 4s 2s,Jc9h,0.190,15.24
5s 4s 2s,JcTh,1.000,15.90
5s 4s 2s,Jc9s,0.190,36.29
5s 4s 2s,JcTs,1.000,37.55
5s 4s 2s,Qc2c,1.000,41.82
